Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
22-JUL-1998,965.55,976.5,959.5,965.7,21578599,618.43
21-JUL-1998,977.65,983.4,960.85,965.5,26913359,834.42
20-JUL-1998,1001.9,1002.4,973.75,977.3,20884098,666.38
17-JUL-1998,1005.1,1015.55,996.6,1000.95,32611620,1084.24
16-JUL-1998,972,1005.9,969.55,1004.05,28151491,1077.81
15-JUL-1998,968.05,988.55,968.05,971.4,24903124,760.3
14-JUL-1998,964.1,970.3,954.5,967.35,23627084,678.58
13-JUL-1998,980.3,991.7,959.4,964.35,31761594,936.48
10-JUL-1998,961.65,982.2,961.65,980.15,34687855,920.27
09-JUL-1998,944.1,966.1,944.1,961.05,26540469,878.95
08-JUL-1998,925.15,948.3,924.95,944.15,25043934,790.73
07-JUL-1998,917.45,936,917.45,924.7,29371223,811.11
06-JUL-1998,901,919.5,900.9,917.35,17274906,557.33
03-JUL-1998,920.05,920.05,898.65,900.55,17725309,528.55
02-JUL-1998,941.65,941.65,918.1,919.9,15835243,510.06
01-JUL-1998,941.6,945.55,916.5,942.25,19339296,612.7
30-JUN-1998,949.45,952.75,933,941.65,28720117,685.64
29-JUN-1998,923.2,951.2,916.65,949.1,26261414,585.7
26-JUN-1998,931.8,932.5,914.45,924.35,22787822,535.71
25-JUN-1998,908.65,939.15,908.65,932.15,27318073,664.41
24-JUN-1998,875.45,910.05,873.6,908.5,25450669,583.74
23-JUN-1998,882.2,882.2,853.05,875.6,31597305,748.19
22-JUN-1998,912.9,912.9,853.3,880.2,25708254,697.27
19-JUN-1998,955.05,955.05,910.55,913.25,26778960,676.65
18-JUN-1998,977,990.15,952.65,956.15,27619219,719.42
17-JUN-1998,910.9,980.3,910.9,976.5,30367050,710.69
16-JUN-1998,916.25,916.25,862.15,910.1,38570358,933.46
15-JUN-1998,970.95,970.95,914.3,916.8,25510193,737.13
12-JUN-1998,961.6,987.3,961.6,971.15,27887341,796.89
11-JUN-1998,962.15,964.65,929.95,961.35,31748546,916.89
10-JUN-1998,994.55,998.65,959.6,962.9,32958871,942.93
09-JUN-1998,968.9,1002.45,964.7,995.05,36850576,944.9
08-JUN-1998,993.5,1003.15,936.55,968.6,45557208,1359.97
05-JUN-1998,1026.6,1026.6,989.2,993.5,41661550,1122.6
04-JUN-1998,1034.1,1044.4,1023.35,1027,32703700,875.5
03-JUN-1998,1019.35,1037.3,1009.95,1033.9,46089930,1186.38
02-JUN-1998,1053.4,1053.65,1016.25,1019.6,54407354,1436.96
01-JUN-1998,1064.1,1100,1049.4,1053.75,52124177,1390.99
29-MAY-1998,1075.35,1077.15,1037.95,1063.15,48698066,1418.23
28-MAY-1998,1090.5,1097,1073.3,1075.55,35192351,1141.68
27-MAY-1998,1104.05,1107.2,1089,1090.95,32874405,1301.51
26-MAY-1998,1123.15,1123.15,1101.55,1104.45,25222790,862.84
25-MAY-1998,1125.9,1127,1111.2,1122.95,19983566,685.15
22-MAY-1998,1126.1,1131.25,1118.5,1126.55,25801188,1064.37
21-MAY-1998,1141.65,1146.35,1120.35,1126.15,29495177,1032.59
20-MAY-1998,1121.7,1142.95,1121.7,1141.3,28287639,967.4
19-MAY-1998,1119.8,1125.15,1116.2,1121.75,27339517,958.27
18-MAY-1998,1110.65,1130,1110.65,1119.8,23778153,786
15-MAY-1998,1119.15,1130.4,1104.2,1110.1,35340289,1303.54
14-MAY-1998,1094.05,1121.75,1081.6,1118.65,45348934,1578.03
13-MAY-1998,1132.1,1132.1,1091.25,1094.1,37018863,1136.14
12-MAY-1998,1160.15,1160.15,1100.1,1132.25,41825740,1397.05
11-MAY-1998,1162.2,1162.95,1156.45,1160.3,18256046,600.7
08-MAY-1998,1172.1,1172.2,1157.3,1161.55,26988137,882.25
06-MAY-1998,1188,1196.7,1169.15,1172.45,28952167,963.06
05-MAY-1998,1185.2,1191.25,1177.3,1188.1,27777352,943.31
04-MAY-1998,1159.8,1185.75,1159.8,1185.15,27338172,1043.98
30-APR-1998,1151.4,1161,1137.8,1159.35,27870055,958.43
29-APR-1998,1151.3,1178.05,1147,1151.1,32232034,906.66
28-APR-1998,1164.1,1164.3,1144.55,1146.8,37419354,1076.53
27-APR-1998,1173.85,1180.2,1161.2,1164.35,32955550,814.17
24-APR-1998,1182.15,1183.75,1144.85,1173.8,39934567,1222.79
23-APR-1998,1210.25,1211.3,1179.75,1182.1,33216627,963.3
22-APR-1998,1212.95,1247.15,1208,1210.8,42633006,1302.56
21-APR-1998,1207.2,1218.95,1207.2,1212.75,35666930,1265.19
20-APR-1998,1210.05,1222.55,1202.2,1207.15,32873552,1071.24
17-APR-1998,1197.05,1211.8,1189.75,1210,36499816,1237.6
16-APR-1998,1206.35,1215.05,1194.5,1197.05,33007047,1018.09
15-APR-1998,1159.55,1210.6,1159.55,1206.3,41792672,1195.13
13-APR-1998,1191.65,1191.65,1156.85,1159.45,44464137,1409.81
10-APR-1998,1209.75,1209.9,1189.45,1192.4,40176435,1330.31
09-APR-1998,1189.4,1224.25,1189.4,1209.6,56380041,1849.4
07-APR-1998,1187.35,1199.55,1184,1187.8,49887166,1697.2
06-APR-1998,1173.55,1191.55,1173.55,1187.1,43162955,1441.74
03-APR-1998,1157.9,1174.55,1157.3,1173.45,42063686,1634.67
02-APR-1998,1150.4,1169.55,1150.4,1157.4,42312753,1640.71
01-APR-1998,1117.15,1151,1117.15,1150.1,37872513,1537.37
31-MAR-1998,1124.75,1127.5,1111.85,1116.9,42702085,1385.09
30-MAR-1998,1140.6,1146.65,1122.95,1124.85,33082417,1062.28
27-MAR-1998,1129.5,1142.1,1121.2,1140.35,35105522,1085.74
26-MAR-1998,1147.65,1156.7,1127.3,1129.5,40291506,1255.98
25-MAR-1998,1121.45,1149.35,1121.45,1146.95,41321430,1170.69
24-MAR-1998,1124.25,1137.8,1117.35,1120.85,45069481,1380.2
23-MAR-1998,1110.1,1124.8,1110.1,1124.1,9184339,364.59
20-MAR-1998,1105.5,1112.4,1097.75,1109.6,36374278,1049.24
19-MAR-1998,1103.8,1113.45,1099.8,1105.8,35312195,1268.77
18-MAR-1998,1083.85,1108.2,1083.85,1103.35,34696088,1134.86
17-MAR-1998,1090.25,1090.25,1072.7,1083.3,36056865,1272.88
16-MAR-1998,1077.75,1102.6,1077.75,1090.45,35100491,1111.97
12-MAR-1998,1083.35,1083.95,1072.4,1077.5,37960039,1441.86
11-MAR-1998,1086.65,1102.6,1074.55,1083,44413657,1548.56
10-MAR-1998,1099.35,1102.85,1082.7,1086.05,43622829,1389.14
09-MAR-1998,1081.95,1100.4,1081.95,1099.5,46023985,1438.48
06-MAR-1998,1083.3,1086,1073.25,1081.45,29667576,1023.12
05-MAR-1998,1091.95,1098.9,1079.95,1083.35,30725846,1038.68
04-MAR-1998,1062.7,1094.45,1062.7,1092.35,39831675,1402.76
03-MAR-1998,1099.25,1101.95,1046.75,1063.5,48973897,2116.29
02-MAR-1998,1060.9,1100.8,1060.9,1098.2,49449866,1853.73
27-FEB-1998,1045.85,1064.15,1045.75,1060.75,44476621,1673.18
26-FEB-1998,1036.3,1048.55,1032.4,1045.8,29641061,1000.43
25-FEB-1998,1014.1,1037.15,1014.1,1036.05,31610338,1024.68
24-FEB-1998,1009.5,1017.55,1007.4,1014.1,29755502,1039.2
23-FEB-1998,994.1,1011.7,994.1,1009.6,21602804,799.99
20-FEB-1998,997.1,1006.25,991.85,993.65,24113544,871.74
19-FEB-1998,988.95,1001.1,988.95,997.55,28310115,1047.62
18-FEB-1998,992.15,997.8,984,988.85,29277427,1229.15
17-FEB-1998,974.65,1002.15,974.65,991.7,30886246,1286.22
13-FEB-1998,956.8,978.15,956.8,974.55,27984989,1258.15
12-FEB-1998,959.05,960.25,949.65,956.65,23246335,826.53
11-FEB-1998,964.25,971.75,956,958.9,25113008,837.96
10-FEB-1998,976.1,976.1,962,963.7,24267152,843.74
09-FEB-1998,977.55,980.75,973.1,976.1,23994045,842.35
06-FEB-1998,976.1,981.2,971.9,977.65,31127558,1271.03
05-FEB-1998,968.15,980.45,968.15,976.1,26136746,1000.07
04-FEB-1998,975.9,988.4,965.45,967.95,40627142,1435.49
03-FEB-1998,977.05,979.55,967.85,975.25,34725860,1169.51
02-FEB-1998,963.45,978.05,962.25,976.6,31334953,1114.82
30-JAN-1998,941.4,965.3,941.4,963.45,30646177,992.31
29-JAN-1998,944.55,944.55,929.05,941.35,26130146,884.65
28-JAN-1998,962.65,969.7,940.1,944.8,40291177,1502
27-JAN-1998,986.9,988,959.4,963.3,30138633,858.71
23-JAN-1998,992.2,992.45,984.55,986.8,27240341,911.37
22-JAN-1998,1012.2,1012.2,990.85,992.35,30488773,937.44
21-JAN-1998,1011.6,1017.75,1003.9,1012.4,26656799,901.5
20-JAN-1998,1017.25,1029.65,1008.8,1011.45,39470679,1312.49
19-JAN-1998,998.3,1019.75,992.05,1017.25,39086295,1205.33
16-JAN-1998,990.05,999.8,987.1,997.8,40375653,1210.95
15-JAN-1998,997.5,1001.3,975.65,989.65,42791310,1443.65
14-JAN-1998,999.45,1019.85,990.75,997.55,41525934,1415.62
13-JAN-1998,995.7,1016.8,995.7,999.1,40447022,1285.88
12-JAN-1998,1033.2,1033.2,992.5,995.8,43259966,1310.42
09-JAN-1998,1057.65,1057.65,1028.7,1033.55,52843179,1749.22
08-JAN-1998,1082.05,1082.05,1054,1057.75,45958757,1407.79
07-JAN-1998,1079.95,1097.3,1071.75,1082.4,41508588,1188.3
06-JAN-1998,1091.25,1091.25,1074.1,1079.15,33045893,1155.84
05-JAN-1998,1086.6,1102.15,1086.6,1091.65,31888604,988.04
02-JAN-1998,1081,1091.3,1081,1086.2,25926181,769.81
01-JAN-1998,1078.95,1084.5,1074.15,1081.2,24612770,789.56
31-DEC-1997,1058.45,1083.35,1057.75,1079.4,35187121,1315.46
30-DEC-1997,1078.75,1080.2,1054.55,1058.5,35066756,1201.92
29-DEC-1997,1061.65,1081.5,1060.2,1079,32236917,1006.16
26-DEC-1997,1054.15,1066,1054.15,1061.45,37986172,1234.19
24-DEC-1997,1054.8,1055.5,1032.95,1054.15,31656230,1054.68
23-DEC-1997,1051.45,1066.25,1049.55,1054.8,37092421,1393.9
22-DEC-1997,1028.45,1053.4,1028.45,1051.4,37170812,1395.97
19-DEC-1997,1009.3,1029.75,1006.8,1028.4,30811600,1043.48
18-DEC-1997,1013.5,1023.85,1008.15,1009.7,38608662,1312.53
17-DEC-1997,1002.25,1017.6,1002.15,1013.15,31336388,1168.59
16-DEC-1997,980,1007.75,979.8,1002.35,41403750,1312.92
15-DEC-1997,965,980.65,957.2,979.85,37943412,1174.24
12-DEC-1997,973.7,979.1,963.85,965.15,47059191,1565.87
11-DEC-1997,971.7,978.8,943,973.65,55953731,1938.06
10-DEC-1997,983.2,983.2,965.85,971.9,36426478,1174.36
09-DEC-1997,1008.5,1011.5,979.7,984.05,54349531,1851.93
08-DEC-1997,1006.65,1014.15,1003.2,1008.8,40754070,1521.4
05-DEC-1997,1011.4,1024.35,1002.45,1006.3,48226689,1450.21
04-DEC-1997,1030.2,1036.6,1007.8,1011.75,60976410,2035.43
03-DEC-1997,1030.2,1037.4,1022.05,1030.7,42009915,1858.88
02-DEC-1997,1033.15,1041.25,1024.85,1029.8,43427325,1604
01-DEC-1997,1023.85,1033.9,1008.45,1032.65,36590594,1192.2
28-NOV-1997,1046.35,1046.35,1014.85,1023.95,55514201,1934.6
27-NOV-1997,1016.95,1048.95,1011.9,1046.75,54718331,1867.79
26-NOV-1997,1011.4,1028.9,1011.05,1016.85,44518022,1463.06
25-NOV-1997,981.1,1015.2,974.7,1010.7,63868031,2142.72
24-NOV-1997,1005.7,1010.65,979.75,981.25,46397017,1601.8
21-NOV-1997,994.85,1014.5,990.4,1005.75,56875131,2187.9
20-NOV-1997,987.7,1004.8,974.2,995.15,55626500,2050.08
19-NOV-1997,1009.55,1009.55,971.2,987.85,47421132,1515.67
18-NOV-1997,1025.3,1025.4,1004.2,1009.8,38592780,1225.57
17-NOV-1997,1022.3,1028.5,1014.55,1024.95,34317422,1015.62
13-NOV-1997,1044.55,1044.55,1013.1,1022.4,49144926,1524.3
12-NOV-1997,1073.3,1073.3,1042.35,1045,39837027,1327.66
11-NOV-1997,1065.9,1076.5,1064.3,1073.35,32152016,1060.6
10-NOV-1997,1074.5,1074.5,1064.4,1065.9,24162468,752.29
07-NOV-1997,1081.15,1081.45,1072.15,1074.8,28282057,973.19
06-NOV-1997,1084.8,1085.2,1068.4,1080.95,35238851,1229.25
05-NOV-1997,1091.2,1096.05,1081.9,1085,37018863,1278.47
04-NOV-1997,1083.8,1097.05,1079.55,1090.2,49371836,2003.4
03-NOV-1997,1085.75,1096.05,1071.2,1084,34125544,1224.04
