"Index Name","Date","Open","High","Low","Close"
"NIFTY 500","16 May 2003","742.40","751.00","742.40","750.25"
"NIFTY 500","15 May 2003","732.25","741.15","732.05","740.20"
"NIFTY 500","14 May 2003","723.20","730.70","723.20","730.05"
"NIFTY 500","13 May 2003","717.45","723.40","717.45","722.65"
"NIFTY 500","12 May 2003","712.90","718.10","712.90","715.75"
"NIFTY 500","09 May 2003","710.95","712.00","709.00","710.35"
"NIFTY 500","08 May 2003","716.35","718.05","709.70","711.20"
"NIFTY 500","07 May 2003","717.95","721.50","716.85","717.10"
"NIFTY 500","06 May 2003","712.85","719.30","712.65","716.85"
"NIFTY 500","05 May 2003","709.25","713.70","707.85","712.20"
"NIFTY 500","02 May 2003","698.90","703.50","697.10","702.75"
"NIFTY 500","30 Apr 2003","695.40","698.05","695.10","697.20"
"NIFTY 500","29 Apr 2003","697.65","699.10","693.75","694.85"
"NIFTY 500","28 Apr 2003","688.50","695.45","687.75","694.60"
"NIFTY 500","25 Apr 2003","691.70","693.65","687.45","689.20"
"NIFTY 500","24 Apr 2003","695.05","699.00","691.95","692.60"
"NIFTY 500","23 Apr 2003","703.95","705.25","693.85","695.10"
"NIFTY 500","22 Apr 2003","701.20","703.70","698.15","700.60"
"NIFTY 500","21 Apr 2003","696.95","703.00","696.95","702.35"
"NIFTY 500","17 Apr 2003","698.60","701.05","694.05","696.10"
"NIFTY 500","16 Apr 2003","702.00","707.10","701.55","705.90"
"NIFTY 500","15 Apr 2003","703.95","707.15","694.60","701.80"
"NIFTY 500","11 Apr 2003","702.80","709.60","693.10","700.85"
"NIFTY 500","10 Apr 2003","727.65","727.85","703.60","705.90"
"NIFTY 500","09 Apr 2003","737.85","737.85","728.95","730.50"
"NIFTY 500","08 Apr 2003","739.65","740.80","736.05","737.90"
"NIFTY 500","07 Apr 2003","735.35","744.80","735.35","744.00"
"NIFTY 500","04 Apr 2003","725.00","732.85","724.15","732.00"
"NIFTY 500","03 Apr 2003","721.20","725.85","721.20","725.15"
"NIFTY 500","02 Apr 2003","708.35","718.25","708.35","717.15"
"NIFTY 500","01 Apr 2003","701.20","710.20","701.20","706.20"
"NIFTY 500","31 Mar 2003","711.40","711.40","699.55","701.35"
"NIFTY 500","28 Mar 2003","717.35","719.90","714.35","716.15"
"NIFTY 500","27 Mar 2003","720.55","724.25","716.40","717.65"
"NIFTY 500","26 Mar 2003","723.05","727.55","721.30","722.15"
"NIFTY 500","25 Mar 2003","716.55","722.65","714.85","721.60"
"NIFTY 500","24 Mar 2003","738.15","738.15","722.50","723.50"
"NIFTY 500","22 Mar 2003","736.95","739.25","736.15","737.05"
"NIFTY 500","21 Mar 2003","730.70","735.05","728.95","733.35"
"NIFTY 500","20 Mar 2003","718.15","730.80","715.55","728.95"
"NIFTY 500","19 Mar 2003","715.75","721.30","715.75","718.15"
"NIFTY 500","17 Mar 2003","715.30","715.30","707.55","713.40"
"NIFTY 500","13 Mar 2003","722.85","722.85","715.15","718.05"
"NIFTY 500","12 Mar 2003","727.90","729.90","719.15","719.85"
"NIFTY 500","11 Mar 2003","717.05","727.20","716.25","726.45"
"NIFTY 500","10 Mar 2003","729.25","731.90","721.30","722.05"
"NIFTY 500","07 Mar 2003","735.95","735.95","727.65","729.75"
"NIFTY 500","06 Mar 2003","747.50","747.50","739.95","741.20"
"NIFTY 500","05 Mar 2003","751.00","751.00","740.90","747.95"
"NIFTY 500","04 Mar 2003","760.60","760.60","752.30","752.85"
"NIFTY 500","03 Mar 2003","767.95","769.25","761.00","761.65"
"NIFTY 500","28 Feb 2003","763.85","768.45","758.55","762.00"
"NIFTY 500","27 Feb 2003","751.75","760.40","751.40","757.90"
"NIFTY 500","26 Feb 2003","758.70","759.10","752.25","752.90"
"NIFTY 500","25 Feb 2003","765.70","765.70","756.10","756.55"
"NIFTY 500","24 Feb 2003","765.45","768.75","765.45","765.95"
"NIFTY 500","21 Feb 2003","762.55","764.70","760.20","763.20"
"NIFTY 500","20 Feb 2003","761.65","763.60","758.30","762.85"
"NIFTY 500","19 Feb 2003","754.90","764.60","754.90","762.45"
"NIFTY 500","18 Feb 2003","759.30","761.95","757.65","758.35"
"NIFTY 500","17 Feb 2003","750.75","757.55","750.35","756.50"
"NIFTY 500","14 Feb 2003","747.00","747.85","739.80","740.65"
"NIFTY 500","12 Feb 2003","751.65","751.95","745.35","747.25"
"NIFTY 500","11 Feb 2003","755.20","756.30","749.00","750.55"
"NIFTY 500","10 Feb 2003","758.55","759.30","751.20","751.70"
"NIFTY 500","07 Feb 2003","763.55","764.10","758.15","759.10"
"NIFTY 500","06 Feb 2003","752.25","763.15","752.25","762.50"
"NIFTY 500","05 Feb 2003","753.15","758.30","749.90","753.10"
"NIFTY 500","04 Feb 2003","756.15","761.15","755.50","757.10"
"NIFTY 500","03 Feb 2003","752.00","757.40","750.80","756.85"
"NIFTY 500","31 Jan 2003","746.65","750.35","742.15","749.10"
"NIFTY 500","30 Jan 2003","752.65","755.70","746.80","747.90"
"NIFTY 500","29 Jan 2003","752.00","758.30","748.15","750.35"
"NIFTY 500","28 Jan 2003","745.35","752.85","739.55","751.95"
"NIFTY 500","27 Jan 2003","759.35","759.35","741.25","745.25"
"NIFTY 500","24 Jan 2003","773.80","775.50","759.30","760.75"
"NIFTY 500","23 Jan 2003","777.95","779.45","771.40","772.50"
"NIFTY 500","22 Jan 2003","778.85","781.80","777.40","778.80"
"NIFTY 500","21 Jan 2003","778.05","779.30","775.30","777.55"
"NIFTY 500","20 Jan 2003","777.90","781.25","774.20","775.25"
"NIFTY 500","17 Jan 2003","778.85","782.25","777.95","780.15"
"NIFTY 500","16 Jan 2003","775.65","780.90","775.65","779.50"
"NIFTY 500","15 Jan 2003","773.95","778.55","773.95","776.00"
"NIFTY 500","14 Jan 2003","768.90","773.85","768.90","772.35"
"NIFTY 500","13 Jan 2003","771.75","772.75","767.40","769.30"
"NIFTY 500","10 Jan 2003","783.50","786.60","771.25","772.60"
"NIFTY 500","09 Jan 2003","776.30","786.25","776.30","783.65"
"NIFTY 500","08 Jan 2003","773.60","776.35","772.45","774.65"
"NIFTY 500","07 Jan 2003","774.35","775.25","769.20","771.20"
"NIFTY 500","06 Jan 2003","775.10","776.00","769.35","771.15"
"NIFTY 500","03 Jan 2003","781.65","781.65","772.85","773.95"
"NIFTY 500","02 Jan 2003","779.20","782.25","774.90","775.95"
"NIFTY 500","01 Jan 2003","774.95","778.20","774.40","777.15"
"NIFTY 500","31 Dec 2002","771.65","776.20","771.65","772.85"
"NIFTY 500","30 Dec 2002","771.90","765.95","770.85","770.85"
"NIFTY 500","27 Dec 2002","775.05","778.20","773.30","774.30"
"NIFTY 500","26 Dec 2002","770.15","775.55","770.15","772.25"
"NIFTY 500","24 Dec 2002","762.95","767.60","761.35","766.75"
"NIFTY 500","23 Dec 2002","765.85","766.25","760.75","762.25"
"NIFTY 500","20 Dec 2002","762.85","767.35","761.65","764.15"
"NIFTY 500","19 Dec 2002","761.60","764.55","758.20","761.20"
"NIFTY 500","18 Dec 2002","761.05","765.80","760.40","762.80"
"NIFTY 500","17 Dec 2002","768.20","768.20","756.10","759.50"
"NIFTY 500","16 Dec 2002","773.35","774.60","762.35","764.00"
"NIFTY 500","13 Dec 2002","764.35","769.00","762.70","768.45"
"NIFTY 500","12 Dec 2002","758.70","763.15","756.40","761.30"
"NIFTY 500","11 Dec 2002","761.70","762.55","754.30","757.65"
"NIFTY 500","10 Dec 2002","749.10","755.25","743.85","754.00"
"NIFTY 500","09 Dec 2002","770.55","773.60","749.85","751.85"
"NIFTY 500","06 Dec 2002","758.20","763.65","755.50","762.50"
"NIFTY 500","05 Dec 2002","739.70","747.20","739.70","743.55"
"NIFTY 500","04 Dec 2002","742.80","743.50","735.60","736.75"
"NIFTY 500","03 Dec 2002","759.30","764.80","745.45","747.30"
"NIFTY 500","02 Dec 2002","745.45","759.40","745.45","757.80"
"NIFTY 500","29 Nov 2002","740.75","742.95","733.90","741.55"
"NIFTY 500","28 Nov 2002","735.70","738.40","734.60","737.50"
"NIFTY 500","27 Nov 2002","731.20","735.65","727.10","728.75"
"NIFTY 500","26 Nov 2002","729.80","735.05","729.80","731.40"
"NIFTY 500","25 Nov 2002","719.45","727.60","719.35","725.65"
"NIFTY 500","22 Nov 2002","716.90","723.10","716.90","719.15"
"NIFTY 500","21 Nov 2002","714.05","717.20","711.30","712.00"
"NIFTY 500","20 Nov 2002","710.15","715.55","709.15","710.20"
"NIFTY 500","18 Nov 2002","707.05","713.00","707.05","711.45"
"NIFTY 500","15 Nov 2002","702.90","706.85","702.75","705.90"
"NIFTY 500","14 Nov 2002","700.10","700.85","696.80","697.75"
"NIFTY 500","13 Nov 2002","698.35","700.60","695.75","698.25"
"NIFTY 500","12 Nov 2002","693.80","697.75","693.20","696.60"
"NIFTY 500","11 Nov 2002","696.75","697.15","692.70","693.85"
"NIFTY 500","08 Nov 2002","693.80","698.65","693.80","696.35"
"NIFTY 500","07 Nov 2002","698.35","701.50","696.20","697.25"
"NIFTY 500","05 Nov 2002","699.95","699.95","695.80","698.40"
"NIFTY 500","04 Nov 2002","698.80","701.35","698.80","700.70"
