Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
17-SEP-2013,5824.2,5857.8,5804.9,5850.2,157938740,5550.64
16-SEP-2013,5930.3,5957.25,5798.15,5840.55,219455842,7819.05
13-SEP-2013,5828,5884.3,5822.9,5850.6,190768447,6403.37
12-SEP-2013,5931.15,5932,5815.8,5850.7,272987246,7667.76
11-SEP-2013,5887.25,5924.35,5832.7,5913.15,265006808,7980.51
10-SEP-2013,5738.5,5904.85,5738.2,5896.75,275244175,10307.97
06-SEP-2013,5617.45,5688.6,5566.15,5680.4,253030740,8821.54
05-SEP-2013,5553.75,5625.75,5552.7,5592.95,274937515,9484.19
04-SEP-2013,5358.65,5460.25,5318.9,5448.1,237230494,7252.61
03-SEP-2013,5574.7,5580.95,5323.75,5341.45,250298844,7304.81
02-SEP-2013,5480.25,5564.9,5478.85,5550.75,214232444,6135.94
30-AUG-2013,5407.45,5493.3,5360.2,5471.8,336401705,11431.52
29-AUG-2013,5316.5,5428.9,5303,5409.05,326499273,10580.48
28-AUG-2013,5233.45,5317.7,5118.85,5285,335993745,10705.51
27-AUG-2013,5426.5,5427.4,5274.25,5287.45,306037010,8236.84
26-AUG-2013,5499.4,5528.7,5454.45,5476.5,241996358,6465.02
23-AUG-2013,5428.75,5478.8,5377.8,5471.75,251511910,7763.2
22-AUG-2013,5282.8,5418.95,5254.05,5408.45,284468531,9075.86
21-AUG-2013,5494.45,5504.1,5268.45,5302.55,255004311,8509.29
20-AUG-2013,5353.45,5417.8,5306.35,5401.45,261052792,7982.22
19-AUG-2013,5497.55,5499.65,5360.65,5414.75,219672819,6713.03
16-AUG-2013,5705.45,5716.6,5496.05,5507.85,248094094,8807.27
14-AUG-2013,5715.4,5754.55,5690.2,5742.3,223656483,6970.2
13-AUG-2013,5600.25,5704.75,5578.9,5699.3,222997337,7073.34
12-AUG-2013,5606.7,5644.1,5557.1,5612.4,195708484,7063.92
08-AUG-2013,5510.05,5577.6,5510.05,5565.65,204918722,6968.85
07-AUG-2013,5549.3,5561.45,5486.85,5519.1,245010773,7725.23
06-AUG-2013,5664.9,5664.9,5521.8,5542.25,216227972,6424.42
05-AUG-2013,5682.4,5721,5661.5,5685.4,197167952,5575.21
02-AUG-2013,5750.05,5761.85,5649,5677.9,222494469,6350.26
01-AUG-2013,5776.9,5808.5,5676.85,5727.85,216762208,7164.04
31-JUL-2013,5738.35,5752.1,5675.75,5742,235469131,8717.16
30-JUL-2013,5836.05,5861.3,5747.6,5755.05,181489174,6006.91
29-JUL-2013,5869.95,5886,5825.8,5831.65,173430612,4812.3
26-JUL-2013,5937.95,5944.5,5869.5,5886.2,174535664,6419.86
25-JUL-2013,5970.4,5990.65,5896.4,5907.5,237081135,8762.77
24-JUL-2013,6032.2,6047.25,5962.6,5990.5,151931749,6413.64
23-JUL-2013,6064.3,6093.35,6061.3,6077.8,126469251,5459.62
22-JUL-2013,6009.75,6064.15,6004.25,6031.8,115168337,5117.19
19-JUL-2013,6057.2,6066.85,6020.25,6029.2,163311714,7987.75
18-JUL-2013,5984.7,6051.1,5974.55,6038.05,171728134,7774.83
17-JUL-2013,5972.25,5989.8,5926.75,5973.3,191516153,8349.59
16-JUL-2013,5930.8,5966.05,5910.95,5955.25,151162819,5915.8
15-JUL-2013,5991.2,6038.2,5980.95,6030.8,116275729,4641.97
12-JUL-2013,6000.5,6019,5951.15,6009,127707078,6591.27
11-JUL-2013,5894.5,5948.85,5887.95,5935.1,120195681,4882.29
10-JUL-2013,5869.9,5879.35,5802.85,5816.7,117516350,4820.53
09-JUL-2013,5834.6,5864.95,5834.6,5859,110427867,4661.55
08-JUL-2013,5833.15,5833.85,5775.55,5811.55,127624733,4823.52
05-JUL-2013,5889.95,5900.45,5858.45,5867.9,123586417,4303.93
04-JUL-2013,5794.75,5848.2,5786.05,5836.95,151929179,5429.87
03-JUL-2013,5811.95,5815,5760.4,5770.9,160523863,5219.24
02-JUL-2013,5885.5,5898.8,5852.3,5857.55,145721790,5163.09
01-JUL-2013,5834.1,5904.35,5822.2,5898.85,144794030,5405.72
28-JUN-2013,5749.5,5852.95,5749.5,5842.2,214402430,8753.33
27-JUN-2013,5647.95,5699.35,5630.95,5682.35,239029425,9184.29
26-JUN-2013,5627.95,5635.25,5579.35,5588.7,160095940,5939.3
25-JUN-2013,5606.95,5666.25,5570.25,5609.1,196571543,6792.49
24-JUN-2013,5638.05,5640,5566.25,5590.25,193488581,6308.88
21-JUN-2013,5639.9,5686.15,5616.85,5667.65,182410583,6697.18
20-JUN-2013,5754.15,5755,5645.65,5655.9,198400131,7148
19-JUN-2013,5805.75,5828.4,5777.9,5822.25,115539008,4643.17
18-JUN-2013,5841.9,5863.4,5804.3,5813.6,117541145,4591.91
17-JUN-2013,5820.4,5854.9,5770.25,5850.05,107160887,4560.84
14-JUN-2013,5748.95,5819.4,5739.4,5808.4,124410018,5121.33
13-JUN-2013,5709.35,5729.85,5683.1,5699.1,142041404,5462.45
12-JUN-2013,5771.75,5792.9,5738.6,5760.2,140394424,5894.04
11-JUN-2013,5848.75,5868.05,5780.35,5788.8,180902123,6695.57
10-JUN-2013,5907.9,5931.65,5857.4,5878,100130739,4304.75
07-JUN-2013,5900.05,5972.7,5871.3,5881,118346364,4888.65
06-JUN-2013,5895,5956.55,5869.5,5921.4,114174694,4961.54
05-JUN-2013,5908.3,5935.2,5883.7,5923.85,110223279,4691.39
04-JUN-2013,5941.1,5981.6,5910.25,5919.45,114450873,4990.51
03-JUN-2013,5997.35,6011,5916.35,5939.3,112123535,5702.24
31-MAY-2013,6098.7,6106.25,5975.55,5985.95,175311989,7223.11
30-MAY-2013,6072.15,6133.75,6072.15,6124.05,194092801,7794.82
29-MAY-2013,6120.45,6125.05,6069.8,6104.3,120205054,5135.8
28-MAY-2013,6086.35,6127.65,6055.4,6111.25,139668916,5481.14
27-MAY-2013,5989.4,6099.9,5975.55,6083.15,115115365,4961.15
24-MAY-2013,6010.7,6015.3,5936.8,5983.55,161622562,6193
23-MAY-2013,6050.4,6081.45,5955.7,5967.05,198930489,8230.1
22-MAY-2013,6127.05,6147.6,6074.45,6094.5,133763685,5837.19
21-MAY-2013,6152.35,6180.25,6102.35,6114.1,130589228,5122.71
20-MAY-2013,6198,6229.45,6146.05,6156.9,122252978,5589.97
17-MAY-2013,6172.95,6199.95,6146.15,6187.3,147280254,5870.44
16-MAY-2013,6128.25,6187.3,6128.25,6169.9,158635506,6733.31
15-MAY-2013,6018.85,6157.1,6018.85,6146.75,153892843,7240.73
14-MAY-2013,5989.7,6026.2,5970.05,5995.4,119265483,4921.65
13-MAY-2013,6098.2,6104.95,5972.9,5980.45,107948706,4633.05
11-MAY-2013,6088.2,6114.55,6084.15,6107.25,7991165,355.74
10-MAY-2013,6046.25,6105.3,6045.6,6094.75,111351573,5162.22
09-MAY-2013,6078.35,6084.7,6040.45,6050.15,109997276,5164.76
08-MAY-2013,6064.15,6083.55,6024.95,6069.3,122278698,5159.97
07-MAY-2013,5983.45,6050.5,5982.95,6043.55,136372981,5572.16
06-MAY-2013,5944.9,5976.5,5928.45,5971.05,110166713,4612.49
03-MAY-2013,5993.5,6000.3,5930.15,5944,145754275,6590.91
02-MAY-2013,5911.4,6019.45,5910.95,5999.35,162376438,7277.43
30-APR-2013,5932.6,5962.3,5867.8,5930.2,153186197,6699.02
29-APR-2013,5877.6,5918.65,5868.8,5904.1,118882089,5364.86
26-APR-2013,5899.75,5907.05,5860.5,5871.45,141311877,6840.01
25-APR-2013,5856.1,5924.6,5853.3,5916.3,199597725,9211.66
23-APR-2013,5843.1,5844.3,5791.55,5836.9,132218357,5366.87
22-APR-2013,5789.85,5844.85,5789.8,5834.4,135095797,6073.25
18-APR-2013,5682.7,5794.35,5681.85,5783.1,149883469,6588.7
17-APR-2013,5708.65,5732.15,5669,5688.7,154575403,7304.1
16-APR-2013,5562.45,5699.25,5555.85,5688.95,142679244,5943.06
15-APR-2013,5508.5,5592.85,5500.3,5568.4,142918219,7133.92
12-APR-2013,5520.7,5544.5,5494.9,5528.55,127323273,7447.27
11-APR-2013,5601.65,5610.65,5542.85,5594,146828501,6469.38
10-APR-2013,5536.25,5569.25,5477.2,5558.7,128558760,5387.08
09-APR-2013,5568.75,5603.05,5487,5495.1,138184712,5485.91
08-APR-2013,5550.5,5569.2,5537.05,5542.95,97021471,3673.21
05-APR-2013,5568.1,5577.3,5534.7,5553.25,137461477,5281.57
04-APR-2013,5640.65,5644.45,5565.65,5574.75,134586976,5000.44
03-APR-2013,5740.2,5744.95,5650.1,5672.9,140713330,5313.95
02-APR-2013,5701.7,5754.6,5687.15,5748.1,106423845,4262.15
01-APR-2013,5697.35,5720.95,5675.9,5704.4,97779717,3683.38
28-MAR-2013,5647.75,5692.95,5604.85,5682.55,209658945,8372.35
26-MAR-2013,5613.75,5655.3,5612.05,5641.6,126500524,4939.19
25-MAR-2013,5707.3,5718.4,5624.4,5633.85,150388821,5683.44
22-MAR-2013,5659.8,5691.45,5631.8,5651.35,165293291,5909.38
21-MAR-2013,5705.9,5757.75,5647.95,5658.75,179177573,7053.93
20-MAR-2013,5740.55,5745.3,5682.3,5694.4,187624850,7103.68
19-MAR-2013,5859.5,5863.6,5724.3,5745.95,182311867,8255.03
18-MAR-2013,5816.75,5850.2,5814.35,5835.25,102663402,4690.01
15-MAR-2013,5914.9,5945.65,5861,5872.6,152156666,6984.19
14-MAR-2013,5845.95,5920.15,5791.75,5908.95,149008437,7204.09
13-MAR-2013,5884.8,5893.85,5842.25,5851.2,116710808,4950.09
12-MAR-2013,5944.6,5952,5893.65,5914.1,115944389,5098.38
11-MAR-2013,5946.1,5971.2,5930.35,5942.35,125384918,5688.38
08-MAR-2013,5883.65,5952.85,5883,5945.7,150781148,6214.19
07-MAR-2013,5801.3,5878,5801.3,5863.3,134679762,5676.89
06-MAR-2013,5816.4,5828.7,5795.05,5818.6,156901392,6244.47
05-MAR-2013,5722.45,5790.1,5722.4,5784.25,154406134,6321.31
04-MAR-2013,5704.7,5712,5663.6,5698.5,144887325,5778.72
01-MAR-2013,5702.45,5739.45,5679.9,5719.7,174517984,6877.59
28-FEB-2013,5834.35,5849.9,5671.9,5693.05,334852895,12964.2
27-FEB-2013,5784.9,5818.2,5749.7,5796.9,175165933,6202.31
26-FEB-2013,5838.3,5838.85,5748.6,5761.35,157360222,5842.04
25-FEB-2013,5870.55,5878.4,5825,5854.75,125128736,4851.54
22-FEB-2013,5837.95,5873.8,5835.8,5850.3,157046865,5487.58
21-FEB-2013,5909.65,5921.15,5844.4,5852.25,159401234,6407.29
20-FEB-2013,5966.3,5971,5937.55,5943.05,135354164,5330.7
19-FEB-2013,5900.2,5947.55,5883.15,5939.7,100984778,3743.8
18-FEB-2013,5888.65,5911,5878.45,5898.2,114284193,4187.19
15-FEB-2013,5869.95,5899.95,5853.9,5887.4,125091945,5187.91
14-FEB-2013,5933.2,5940.2,5884.55,5896.95,143830565,7125.55
13-FEB-2013,5943.15,5969.5,5922.95,5932.95,142636632,5714.83
12-FEB-2013,5894.35,5927.65,5886.45,5922.5,142844560,4844.11
11-FEB-2013,5920.05,5924.15,5879.1,5897.85,121958667,5506.43
08-FEB-2013,5929.1,5953.7,5883.65,5903.5,192607376,6761.75
07-FEB-2013,5936.45,5978.5,5927.6,5938.8,157647191,5555.4
06-FEB-2013,5988.05,5990.9,5953.15,5959.2,157815926,5865.83
05-FEB-2013,5948.2,5970.35,5946.9,5956.9,136227506,5332.28
04-FEB-2013,6025.2,6038.5,5981.25,5987.25,141741868,6166.05
01-FEB-2013,6040.95,6052.95,5983.2,5998.9,159271140,6189.27
31-JAN-2013,6045.65,6058.05,6025.15,6034.75,168516750,8753.14
30-JAN-2013,6065,6071.95,6044.15,6055.75,124222858,6220.8
29-JAN-2013,6064.7,6111.8,6042.45,6049.9,157553752,8261.34
28-JAN-2013,6082.1,6088.4,6061.4,6074.8,113113004,5592.39
25-JAN-2013,6024.5,6080.55,6014.45,6074.65,147587200,6384.65
24-JAN-2013,6046.2,6065.3,6007.85,6019.35,185210189,7884.14
23-JAN-2013,6052.85,6069.8,6021.15,6054.3,136989190,5932.29
22-JAN-2013,6080.15,6101.3,6040.5,6048.5,129041713,5744.09
21-JAN-2013,6085.75,6094.35,6065.1,6082.3,130866385,6065.99
18-JAN-2013,6059.85,6083.4,6048.3,6064.4,186460701,8321.15
17-JAN-2013,6001.25,6053.2,5988.1,6039.2,178954867,7569.17
16-JAN-2013,6049,6055.95,5992.05,6001.85,128985952,6172.67
15-JAN-2013,6037.85,6068.5,6018.6,6056.6,138364003,6978.26
14-JAN-2013,5967.2,6036.9,5962.15,6024.05,134711348,7279.83
11-JAN-2013,6012.4,6018.85,5940.6,5951.3,128022002,8228.71
10-JAN-2013,5998.8,6005.15,5947.3,5968.65,129767384,6191.88
09-JAN-2013,6006.2,6020.1,5958.45,5971.5,129635568,6462.35
08-JAN-2013,5983.45,6007.05,5964.4,6001.7,109937502,5247.74
07-JAN-2013,6042.15,6042.15,5977.15,5988.4,110248018,5093.62
04-JAN-2013,6011.95,6020.75,5981.55,6016.15,113232990,5191.38
03-JAN-2013,6015.8,6017,5986.55,6009.5,99989933,4883.13
02-JAN-2013,5982.6,6006.05,5982,5993.25,116057389,4992.9
01-JAN-2013,5937.65,5963.9,5935.2,5950.85,77902745,3298.74
31-DEC-2012,5901.2,5919,5897.15,5905.1,64809641,3021.71
28-DEC-2012,5887.15,5915.75,5879.5,5908.35,89669021,3863.47
27-DEC-2012,5930.2,5930.8,5864.7,5870.1,139613235,5955.51
26-DEC-2012,5864.95,5917.3,5859.55,5905.6,83871326,3447.53
24-DEC-2012,5869,5871.9,5844.7,5855.75,85336999,3433.98
21-DEC-2012,5888,5888,5841.65,5847.7,141152911,5603.96
20-DEC-2012,5934.45,5937.6,5881.45,5916.4,123911218,5390.76
19-DEC-2012,5917.3,5939.4,5910.8,5929.6,149439204,6731.27
18-DEC-2012,5873.6,5905.8,5823.15,5896.8,148907334,6740.66
17-DEC-2012,5860.5,5886.05,5850.15,5857.9,109547002,4998.19
14-DEC-2012,5846.9,5886.1,5839.15,5879.6,115159830,5012.83
13-DEC-2012,5900.35,5907.45,5841.35,5851.5,136616335,5976.15
12-DEC-2012,5917.8,5924.6,5874.25,5888,132665649,6117.63
11-DEC-2012,5923.8,5965.15,5865.45,5898.8,137415161,6403.06
10-DEC-2012,5916.05,5919.95,5888.1,5908.9,95975757,4339.84
07-DEC-2012,5934,5949.85,5888.65,5907.4,127607078,5722.45
06-DEC-2012,5926.3,5942.55,5838.9,5930.9,140267080,5667.65
05-DEC-2012,5906.6,5917.8,5891.35,5900.5,139653957,5583.78
04-DEC-2012,5866.8,5894.95,5859,5889.25,131020191,4816.7
03-DEC-2012,5878.25,5899.15,5854.6,5870.95,113423350,4726.68
30-NOV-2012,5836,5885.25,5827.85,5879.85,257047977,10777.34
29-NOV-2012,5736.7,5833.5,5736.1,5825,207295475,9110.93
27-NOV-2012,5658.5,5733.2,5658,5727.45,134407735,5380.95
26-NOV-2012,5648.65,5649.2,5623.45,5635.9,79291426,3246.23
23-NOV-2012,5635.45,5637.75,5593.55,5626.6,85082220,3213.06
22-NOV-2012,5628.6,5643.35,5608,5627.75,94058612,3867.76
21-NOV-2012,5582.5,5620.2,5561.4,5614.8,105148728,4228.47
20-NOV-2012,5604.8,5613.7,5548.35,5571.55,107481297,4399.93
19-NOV-2012,5577.3,5592.75,5549.25,5571.4,106988015,4336.84
16-NOV-2012,5624.8,5650.15,5559.8,5574.05,121900570,4996.15
15-NOV-2012,5650.35,5651.65,5603.55,5631,133979470,5554.05
13-NOV-2012,5689.7,5698.25,5660.35,5666.95,16516842,680.72
12-NOV-2012,5688.45,5718.9,5665.75,5683.7,92702799,4082.62
09-NOV-2012,5731.1,5751.7,5677.75,5686.25,98763127,4833.64
08-NOV-2012,5709,5744.5,5693.95,5738.75,117590261,4883.9
07-NOV-2012,5718.6,5777.3,5711.4,5760.1,133740615,5242.18
06-NOV-2012,5694.1,5730.8,5693.65,5724.4,115018796,4677.92
05-NOV-2012,5693.05,5709.2,5679.5,5704.2,74829213,3236.08
