Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
14-AUG-2006,3274.95,3317.8,3269.15,3313.1,51600194,2309.79
11-AUG-2006,3260.05,3286.5,3236.95,3274.35,63497173,3339.55
10-AUG-2006,3254.6,3274.75,3229.45,3260.1,59287718,2795.74
09-AUG-2006,3211.55,3267.2,3187.85,3254.6,71781978,3410.66
08-AUG-2006,3151.55,3216.75,3151.55,3212.4,52271647,2334.3
07-AUG-2006,3176.7,3178.5,3142.55,3151.1,50260661,2482.52
04-AUG-2006,3189.7,3228.15,3161.8,3176.75,69528047,3282.36
03-AUG-2006,3182.55,3234.25,3175.15,3190,69084722,3556.26
02-AUG-2006,3129.45,3187.85,3127.9,3182.1,55484351,2628.88
01-AUG-2006,3128.2,3154.7,3113.6,3147.8,57028169,2790.09
31-JUL-2006,3131.35,3179.7,3110.6,3143.2,61675413,3130.17
28-JUL-2006,3158,3168.5,3109.45,3130.8,81278521,3571.94
27-JUL-2006,3109.85,3167.1,3109.85,3156.15,106694441,5295.1
26-JUL-2006,3040.45,3121.4,3022.7,3110.15,77137663,3749.48
25-JUL-2006,2989.5,3046.95,2987.15,3040.5,70646865,3378.75
24-JUL-2006,2944.9,2996.65,2878.25,2985.85,78139891,3721.14
21-JUL-2006,3025.1,3029.1,2930.15,2945,74876151,3454.86
20-JUL-2006,2943.65,3041.25,2943.65,3023.05,77712999,3686.36
19-JUL-2006,2995.85,3045.35,2919.95,2932.75,79085652,3948.34
18-JUL-2006,3007.15,3038.25,2967.95,2993.65,70494264,3522.91
17-JUL-2006,3123.65,3125.1,2999.35,3007.55,60049023,2953.6
14-JUL-2006,3166.25,3166.25,3089.55,3123.35,61512609,3055.66
13-JUL-2006,3196.3,3208.85,3148.95,3169.3,81620172,3475.59
12-JUL-2006,3124.95,3201.35,3078.25,3195.9,93623050,5499.45
11-JUL-2006,3145.3,3146,3100.4,3116.15,66336970,3096.43
10-JUL-2006,3077.1,3147.7,3064.1,3142,65284375,2980.45
07-JUL-2006,3157.95,3193.1,3056.3,3075.85,90060282,4068.6
06-JUL-2006,3197.5,3197.5,3138.4,3156.4,74893378,3524.77
05-JUL-2006,3136.95,3201.2,3121.8,3197.1,90419711,4195.99
04-JUL-2006,3151.05,3177.4,3130.3,3138.65,66682150,3147.66
03-JUL-2006,3128.75,3160.35,3114.85,3150.95,66603275,3157.85
30-JUN-2006,2993.5,3134.15,2993.5,3128.2,98679172,4453.99
29-JUN-2006,2982.9,3049.25,2982.9,2997.9,110790760,5017.76
28-JUN-2006,2982.2,3003.65,2909.6,2981.1,84897439,3840.16
27-JUN-2006,2943.6,3004.15,2899.25,2982.45,116745741,5252.39
26-JUN-2006,3051.8,3059.85,2928,2943.2,87442622,3613.02
25-JUN-2006,3043.15,3083,3035.95,3050.3,12073961,433.29
23-JUN-2006,2993.55,3063.2,2920.2,3042.7,86904356,3615.07
22-JUN-2006,2923.75,3017.65,2923.75,2994.75,81030379,3567
21-JUN-2006,2861.4,2930.8,2836.4,2923.45,81725635,3417
20-JUN-2006,2919,2919,2837.45,2861.3,85067878,3342.93
19-JUN-2006,2892,2932.9,2846.5,2916.9,75179603,3186.42
16-JUN-2006,2799.85,2960.15,2799.85,2890.35,117621143,5258.32
15-JUN-2006,2634.1,2814.15,2634.1,2798.8,88836911,3820.2
14-JUN-2006,2665.05,2767.75,2595.65,2632.8,98860315,4513.9
13-JUN-2006,2773.6,2773.6,2638.1,2663.3,85457365,3459.33
12-JUN-2006,2867.65,2877.8,2761.85,2776.85,78190250,3359.69
09-JUN-2006,2721.2,2875.75,2707.85,2866.3,101500861,4255.42
08-JUN-2006,2856.9,2859.4,2683.2,2724.35,133611695,5155.37
07-JUN-2006,2935.25,2956.9,2819.45,2860.45,122677884,4954.39
06-JUN-2006,3015.05,3015.05,2910.3,2937.3,98819077,4198.29
05-JUN-2006,3092.6,3125.4,3006.4,3016.65,88204812,4034.23
02-JUN-2006,2961.5,3099.35,2940.2,3091.35,106179408,4324.06
01-JUN-2006,3072.55,3130,2936.6,2962.25,112881053,5065.82
31-MAY-2006,3181.95,3181.95,2972.9,3071.05,119568428,4934.32
30-MAY-2006,3215.5,3252.1,3167.05,3185.3,69451029,3202.35
29-MAY-2006,3207.25,3255.25,3193.15,3214.9,73032523,2981.85
26-MAY-2006,3177.7,3277.95,3177.7,3209.6,105522896,4245.44
25-MAY-2006,3114.7,3198.35,3012.95,3177.7,154894775,6720.25
24-MAY-2006,3203.5,3249.75,3091.6,3115.55,134699170,5908.84
23-MAY-2006,3068.6,3221.05,2997.35,3199.35,114894339,4682.56
22-MAY-2006,3254.3,3313.9,2896.4,3081.35,148001127,6043.37
19-MAY-2006,3391.85,3493.05,3205.25,3246.9,143372267,6499.15
18-MAY-2006,3636.45,3636.45,3365.9,3388.9,137036044,6090.7
17-MAY-2006,3525.05,3641.85,3525.05,3635.1,100892613,4550.85
16-MAY-2006,3502.95,3543.5,3382.4,3523.3,139746059,6200.73
15-MAY-2006,3651,3653,3482.85,3502.95,125542855,5652.8
12-MAY-2006,3704.15,3704.15,3633.85,3650.05,94028454,4448.04
11-MAY-2006,3755.8,3774.15,3687.9,3701.05,77726368,4255.37
10-MAY-2006,3720.75,3758.05,3717.25,3754.25,93510261,4998.59
09-MAY-2006,3694.65,3725.4,3655.65,3720.55,83890001,4706.15
08-MAY-2006,3668.65,3708.55,3668.65,3693.15,70284895,3777.17
05-MAY-2006,3649.45,3676.55,3639.55,3663.95,106747561,4261.22
04-MAY-2006,3630.65,3674.5,3621.55,3648.4,100108143,5141
03-MAY-2006,3604.4,3640.8,3581.4,3634.25,95591194,4537.19
02-MAY-2006,3557.55,3622.05,3556.9,3605.45,108347510,5259.84
29-APR-2006,3508.35,3565.75,3508.35,3557.6,35740010,1515.59
28-APR-2006,3507.45,3517.65,3342.85,3508.35,108821039,4943.01
27-APR-2006,3554.7,3598.95,3492.75,3508.1,148887167,10435.62
26-APR-2006,3462.65,3562.3,3454.1,3555.75,90642187,4568.22
25-APR-2006,3548.8,3552.65,3433.55,3462.65,83494373,4284.69
24-APR-2006,3572.8,3585.35,3536.3,3548.9,90785788,4698.35
21-APR-2006,3576.75,3592.75,3517.1,3573.05,134014772,6849.64
20-APR-2006,3539.8,3578.35,3527.25,3573.5,113701322,5774.69
19-APR-2006,3523.65,3570.5,3502.75,3535.85,119462639,5833.57
18-APR-2006,3429,3521.95,3429,3518.1,103920172,5605.22
17-APR-2006,3342.15,3433.65,3342.15,3425.15,94138429,4856.61
13-APR-2006,3380.4,3391.05,3290.35,3345.5,129244802,6733.14
12-APR-2006,3479.1,3484.65,3366.75,3380,124245306,6146.48
10-APR-2006,3455,3489.05,3430.4,3478.45,104980176,4807.96
07-APR-2006,3525.6,3555.5,3445.9,3454.8,137089599,7354.61
05-APR-2006,3483.15,3513.95,3483.15,3510.9,79374868,4099.01
04-APR-2006,3473.1,3508.25,3463.85,3483.15,92359007,4230.1
03-APR-2006,3403.15,3478.25,3402.45,3473.3,73250033,3804.68
31-MAR-2006,3420.55,3425.45,3381.9,3402.55,191025581,12055.59
30-MAR-2006,3354.25,3433.85,3354.25,3418.95,167133850,7120.91
29-MAR-2006,3324.85,3359.8,3324.8,3354.2,107383096,4235.41
28-MAR-2006,3321.45,3344.5,3311.85,3325,145259830,7402.88
27-MAR-2006,3283.4,3327.05,3280.8,3321.65,155883121,6939.44
24-MAR-2006,3247.15,3286.2,3242.6,3279.8,133458459,3755.77
23-MAR-2006,3240.85,3265.6,3225.2,3247.15,132315985,4977.08
22-MAR-2006,3263.35,3267.95,3221.95,3240.15,92992199,4747.15
21-MAR-2006,3264.65,3292.15,3247.25,3262.3,94383185,4408.31
20-MAR-2006,3234.2,3268.25,3234.2,3265.65,74738736,3092.16
17-MAR-2006,3226.9,3258.3,3226.9,3234.05,84410109,4238.8
16-MAR-2006,3197.3,3230.4,3196.95,3226.6,85098635,4339.33
14-MAR-2006,3197.2,3223.45,3184.05,3195.35,81135055,4011.15
13-MAR-2006,3184.1,3221.3,3174.05,3202.65,71708390,3515.72
10-MAR-2006,3129.05,3189.35,3128.6,3183.9,89130425,4292.37
09-MAR-2006,3116.75,3132.65,3069.85,3129.1,91561270,4422.04
08-MAR-2006,3183.45,3187.5,3107.9,3116.7,104385907,5393.67
07-MAR-2006,3190.45,3192.95,3166.75,3182.8,85670076,4153.35
06-MAR-2006,3147.25,3194,3147.2,3190.4,70231056,3256.57
03-MAR-2006,3151.3,3167.2,3132.6,3147.35,68562889,3740.91
02-MAR-2006,3124.25,3170.35,3124.25,3150.7,117835195,5303.83
01-MAR-2006,3074.6,3127.25,3064,3123.1,96935864,4886.99
28-FEB-2006,3067.9,3090.3,3031.8,3074.7,101518894,4978.91
27-FEB-2006,3050.3,3070.35,3050.3,3067.45,53579117,2663.01
24-FEB-2006,3061.7,3072,3041.6,3050.05,61840503,2445.38
23-FEB-2006,3050.85,3078.4,3050.85,3062.1,108536483,4627.45
22-FEB-2006,3035.65,3055.65,3032.5,3050.8,56288881,2838.57
21-FEB-2006,3008.55,3042.05,3008.55,3035.5,59629361,2936.55
20-FEB-2006,2982.35,3010.65,2955.85,3005.85,61702111,2832.2
17-FEB-2006,3021.65,3038.8,2976.7,2981.5,80252511,3664.79
16-FEB-2006,3023.1,3036.65,3013.7,3021.6,77742684,3413.17
15-FEB-2006,3001.4,3048.8,2995.3,3022.2,90334973,4183.48
14-FEB-2006,3040.25,3051.7,3009.9,3017.55,86851659,4149.93
13-FEB-2006,3026.15,3042.75,3018.5,3041.15,66172668,3052.33
10-FEB-2006,3009.15,3031.75,3009.1,3027.55,77233296,3764.84
08-FEB-2006,3018.2,3021.25,2984.9,3008.95,72204624,3709.2
07-FEB-2006,3001.15,3025.1,2991.25,3020.1,84822966,3781.35
06-FEB-2006,2940.95,3009.45,2928.1,3000.45,70479490,3602.08
03-FEB-2006,2968.1,2973.9,2931.85,2940.6,62877718,3113.61
02-FEB-2006,2972.2,2997.25,2957.55,2967.45,80517157,3574.21
01-FEB-2006,3001.3,3011.05,2960.9,2971.55,87163320,3809.99
31-JAN-2006,2968.95,3005.1,2968.85,3001.1,74303077,2982.45
30-JAN-2006,2983.3,3002.2,2963.65,2974.5,99399734,3402.83
27-JAN-2006,2941.9,2989.7,2941.9,2982.75,115083146,3807.99
25-JAN-2006,2908.75,2949.1,2871.25,2940.35,97129132,4944.65
24-JAN-2006,2886.35,2914.25,2885.75,2908,67193094,3300.77
23-JAN-2006,2900.3,2900.3,2870.95,2884.05,65128512,2809.25
20-JAN-2006,2870.8,2912.8,2870.8,2900.95,73695932,4307.53
19-JAN-2006,2811.1,2875.95,2811.1,2870.85,69427054,3219.72
18-JAN-2006,2809.9,2840.1,2783.85,2809.2,119045833,6974.93
17-JAN-2006,2833.8,2861.25,2820.65,2829.1,95095316,6190.85
16-JAN-2006,2851.35,2855.7,2824.05,2833.1,57827407,3404.76
13-JAN-2006,2851.4,2878.35,2846.7,2850.55,66173305,3198.16
12-JAN-2006,2869.35,2869.35,2824,2850.7,92184274,6110.85
10-JAN-2006,2910.15,2913.05,2865.6,2870.8,71122017,3508.23
09-JAN-2006,2913.35,2927.25,2898.25,2910.1,74818404,3462.62
06-JAN-2006,2899.85,2921.7,2877.25,2914,83354445,3728.49
05-JAN-2006,2904.45,2916.2,2884.8,2899.85,70082252,3203.74
04-JAN-2006,2883,2909.35,2883,2904.4,82021279,3415.2
03-JAN-2006,2835.95,2887.2,2832.05,2883.35,56919143,2674.83
02-JAN-2006,2836.8,2849.45,2825.4,2835.95,51922369,2492.19
30-DEC-2005,2823.95,2845.55,2812.75,2836.55,76048886,4017.93
29-DEC-2005,2792.75,2829.4,2792.75,2821.95,79236604,3891.34
28-DEC-2005,2806.8,2824.3,2780,2794.05,73928672,3690.54
27-DEC-2005,2746.25,2812.6,2725.7,2805.9,58763373,2824.9
26-DEC-2005,2804.3,2804.3,2741.8,2749.6,57486163,2509.99
23-DEC-2005,2835.7,2857,2799.7,2804.85,65175171,2972.67
22-DEC-2005,2826.7,2846.65,2818.65,2835.25,66786005,2946.81
21-DEC-2005,2826.45,2847.3,2799.45,2822.9,123430901,7389.62
20-DEC-2005,2843.15,2853.1,2815.2,2826.2,74975479,3150.23
19-DEC-2005,2808.35,2846,2803.45,2842.6,77018983,3272.85
16-DEC-2005,2778.65,2814.9,2766.5,2810.15,88271522,4180.3
15-DEC-2005,2805.2,2821.5,2763.35,2778.55,92701214,3996.15
14-DEC-2005,2812.8,2825.65,2788.3,2804.55,122645697,4636.36
13-DEC-2005,2776.8,2815.3,2764.65,2812.3,93127558,4485.5
12-DEC-2005,2756.4,2789.35,2756.4,2776.2,75289837,3334.62
09-DEC-2005,2706.75,2761.1,2698,2756.45,76475444,3624.71
08-DEC-2005,2694.95,2711.6,2673.5,2706.7,70166907,3288.04
07-DEC-2005,2662.3,2697.1,2662.3,2693,66551374,3002.33
06-DEC-2005,2661.4,2694.4,2647.35,2662.3,56613837,2735.99
05-DEC-2005,2697.6,2710.65,2654.35,2660.5,62679907,2405.29
02-DEC-2005,2699.55,2730.7,2691.5,2697.95,79794777,3914.45
01-DEC-2005,2651.6,2705,2641.95,2698.95,74048315,3626.04
30-NOV-2005,2698.1,2727.05,2647.1,2652.25,82029860,3588.31
29-NOV-2005,2712.35,2713.9,2679.9,2698.3,78581982,3583.48
28-NOV-2005,2683.6,2717.15,2682.65,2712,83653385,3266.97
26-NOV-2005,2664.85,2686.5,2664.7,2683.45,25534972,1016.73
25-NOV-2005,2635.35,2668.9,2633.75,2664.3,74964394,2877.95
24-NOV-2005,2608.9,2643.7,2608.7,2635,98400541,3651.41
23-NOV-2005,2572.85,2613.4,2563.1,2608.6,70840659,2992.72
22-NOV-2005,2603.25,2614,2567.05,2572.85,67631761,3090.06
21-NOV-2005,2620.1,2626.4,2591.75,2602.5,74794904,3111.44
18-NOV-2005,2604,2632.35,2595.15,2620.05,81690974,3121.62
17-NOV-2005,2558.45,2608.85,2558.45,2603.95,66443810,2924.97
16-NOV-2005,2559.45,2585.95,2559.45,2582.75,59709061,2711.52
14-NOV-2005,2548.55,2576.95,2534.4,2558.7,70311886,2722.9
11-NOV-2005,2500.85,2551.4,2500.85,2548.65,72465029,3003.72
10-NOV-2005,2489.1,2504.75,2480.85,2500.7,64917294,2435.45
09-NOV-2005,2493.1,2519.4,2475.7,2489.1,73896105,2927.57
08-NOV-2005,2463.65,2502.9,2460,2492.65,79715915,3234.37
07-NOV-2005,2419.25,2464.65,2411.6,2461.6,79272406,3265.1
