Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
29-AUG-2012,5343.85,5345.5,5282.7,5287.8,157470632,4581.21
28-AUG-2012,5348.05,5359.25,5312.6,5334.6,123683723,4771
27-AUG-2012,5387.85,5399.15,5346.65,5350.25,89987572,3882.41
24-AUG-2012,5392.6,5399.65,5371,5386.7,114346965,4520.37
23-AUG-2012,5426.15,5448.6,5393.85,5415.35,127995889,5462.34
22-AUG-2012,5395.75,5433.35,5394.8,5412.85,103103501,4156.18
21-AUG-2012,5368.7,5425.15,5368.7,5421,124343357,4986.5
17-AUG-2012,5368.6,5399.95,5341.7,5366.3,134985473,5262.34
16-AUG-2012,5385.95,5390.65,5356.65,5362.95,133996943,5285.5
14-AUG-2012,5343.25,5387.05,5328.8,5380.35,109794400,4742.47
13-AUG-2012,5316.35,5352.45,5309.05,5347.9,107578773,4678.33
10-AUG-2012,5308.2,5330.1,5294.1,5320.4,130090985,6540.77
09-AUG-2012,5348.3,5368.2,5312.1,5322.95,181419777,6763.23
08-AUG-2012,5345.25,5377.6,5331.05,5338,165954895,6069.12
07-AUG-2012,5295.4,5350.1,5281.65,5336.7,130431591,5226.33
06-AUG-2012,5260.85,5293.2,5260.85,5282.55,103148076,4271.5
03-AUG-2012,5195.6,5220.2,5164.65,5215.7,112918653,4213.76
02-AUG-2012,5233.1,5236.9,5209.95,5227.75,92972386,3699.59
01-AUG-2012,5220.7,5246.35,5212.65,5240.5,113815730,4408.19
31-JUL-2012,5214.85,5234.55,5154.05,5229,147059808,6254.67
30-JUL-2012,5129.75,5206.6,5129.75,5199.8,117523733,5278.7
27-JUL-2012,5124.3,5149.95,5077.5,5099.85,131948378,5828.12
26-JUL-2012,5126.3,5126.3,5032.4,5043,180131639,6920.23
25-JUL-2012,5118.4,5121.6,5076.6,5109.6,130965621,4654.17
24-JUL-2012,5128.8,5144,5103.25,5128.2,116516931,4567.2
23-JUL-2012,5163.25,5164.2,5108.1,5117.95,104770324,4394.24
20-JUL-2012,5233.55,5238.7,5197.5,5205.1,89729408,4527.89
19-JUL-2012,5249.85,5257.75,5233.15,5242.7,109769282,5494.99
18-JUL-2012,5199.1,5222.85,5169.05,5216.3,109647297,4759.52
17-JUL-2012,5228.05,5236.7,5181.7,5192.85,111768115,4719.2
16-JUL-2012,5232.35,5246.85,5190.45,5197.25,106313144,4283.22
13-JUL-2012,5242.75,5267.15,5216.85,5227.25,99045088,4451.9
12-JUL-2012,5240,5261.75,5217.7,5235.25,131190833,6193.59
11-JUL-2012,5315.25,5336.45,5300.25,5306.3,113530679,5086.98
10-JUL-2012,5286.6,5348.55,5284.55,5345.35,123947633,5024.13
09-JUL-2012,5283.7,5300.6,5257.75,5275.15,101169926,4189.25
06-JUL-2012,5324.7,5327.2,5287.75,5316.95,113300726,4760.51
05-JUL-2012,5297.05,5333.65,5288.85,5327.3,118915392,4709.79
04-JUL-2012,5310.4,5317.65,5273.3,5302.55,155995887,5750.1
03-JUL-2012,5298.85,5317,5265.95,5287.95,133117055,5161.82
02-JUL-2012,5283.85,5302.15,5263.35,5278.6,126161441,4991.57
29-JUN-2012,5191.25,5286.25,5189,5278.9,226523598,8461.24
28-JUN-2012,5148.95,5159.05,5125.3,5149.15,143073791,5597.52
27-JUN-2012,5149.45,5160.1,5129.25,5141.9,112269218,4238.62
26-JUN-2012,5107.45,5134.55,5095.5,5120.8,99404566,4119.69
25-JUN-2012,5158.5,5194.6,5105.65,5114.65,123503010,4894.04
22-JUN-2012,5101.75,5159.8,5094,5146.05,159747192,5500.44
21-JUN-2012,5097.35,5170.4,5093.45,5165,142992948,5558.56
20-JUN-2012,5114.55,5141.7,5100.7,5120.55,160505645,5313.6
19-JUN-2012,5050.8,5113.6,5048.1,5103.85,149416155,5336.22
18-JUN-2012,5174,5190.2,5041.7,5064.25,153461067,6005.83
15-JUN-2012,5069.55,5146.2,5069.15,5139.05,155437144,5944
14-JUN-2012,5105.1,5130,5047.6,5054.75,118353366,4751.86
13-JUN-2012,5117.55,5144.9,5095.45,5121.45,125668126,5287.08
12-JUN-2012,5015.5,5128.9,5015.15,5115.9,135478015,5205.9
11-JUN-2012,5096.7,5124.45,5040.7,5054.1,125615102,4813.82
08-JUN-2012,5044.25,5084.45,4994.8,5068.35,138389395,5249.81
07-JUN-2012,5035.35,5059.65,5007.75,5049.65,150558164,6077.37
06-JUN-2012,4886.65,5010.45,4886.15,4997.1,185340406,7188.42
05-JUN-2012,4869.45,4898.95,4847.7,4863.3,141476962,5016.41
04-JUN-2012,4797.3,4858.3,4770.35,4848.15,152339865,5143.54
01-JUN-2012,4910.85,4925,4831.75,4841.6,138767416,4989.22
31-MAY-2012,4896.1,4949.25,4883.55,4924.25,296911390,10662.01
30-MAY-2012,4964.25,4982.25,4944.9,4950.75,146005250,5374.65
29-MAY-2012,5005.35,5020.15,4982.15,4990.1,124219839,4923.56
28-MAY-2012,4931.7,4994.95,4931.3,4985.65,97260991,3983.53
25-MAY-2012,4905.95,4935.8,4889.35,4920.4,118191157,4398.09
24-MAY-2012,4863.4,4931.9,4830.15,4921.4,140474832,5012.08
23-MAY-2012,4843,4853.75,4803.95,4835.65,136108067,4854.15
22-MAY-2012,4954.7,4956.35,4849.9,4860.5,130808278,5074.37
21-MAY-2012,4888.5,4937.5,4888.5,4906.05,116506971,4527.67
18-MAY-2012,4796.4,4908.5,4788.95,4891.45,154508649,6447.08
17-MAY-2012,4878.6,4922.25,4850.2,4870.2,155654031,5745.51
16-MAY-2012,4875.3,4882.25,4837.05,4858.25,165048505,6316.66
15-MAY-2012,4869.85,4955.2,4868.55,4942.8,142119571,5491.24
14-MAY-2012,4934.35,4957.2,4874.5,4907.8,126951751,5291.93
11-MAY-2012,4938.85,4976.25,4906.15,4928.9,138526070,5061.57
10-MAY-2012,4984.15,5039.3,4950.3,4965.7,141031231,5430.14
09-MAY-2012,4967.9,5016.25,4956.45,4974.8,180441209,6558.78
08-MAY-2012,5114.7,5119.95,4983.6,4999.95,164262546,6233.26
07-MAY-2012,5017.8,5124.75,4988,5114.15,168271798,6787.08
04-MAY-2012,5166.65,5177.2,5070.6,5086.85,153304687,6507.5
03-MAY-2012,5211.2,5217.3,5180.65,5188.4,118573998,5488.9
02-MAY-2012,5254.3,5279.6,5226.45,5239.15,119333288,4815.08
30-APR-2012,5201.45,5262.15,5201.45,5248.15,108138550,4610.4
28-APR-2012,5209.6,5216.4,5196.35,5209,6555703,297.89
27-APR-2012,5189,5223.05,5154.3,5190.6,128759445,5734.59
26-APR-2012,5214.75,5215.6,5179.05,5189,185899437,6408.49
25-APR-2012,5222.2,5236.1,5160.65,5202,142910739,5968.34
24-APR-2012,5215.9,5232.35,5180.35,5222.65,155674654,7362.66
23-APR-2012,5277.4,5310.55,5187.15,5200.6,138042341,5065.27
20-APR-2012,5313.95,5336.15,5245.45,5290.85,135252751,5086.54
19-APR-2012,5320.6,5342.45,5291.3,5332.4,133549895,5313.33
18-APR-2012,5320.7,5342,5293.45,5300,152743439,5665.77
17-APR-2012,5266.6,5298.2,5208.35,5289.7,178895417,7416.66
16-APR-2012,5190.6,5233.5,5183.5,5226.2,119730347,5165.7
13-APR-2012,5255.7,5306.75,5185.4,5207.45,164225858,7989.27
12-APR-2012,5246.75,5290.6,5246.75,5276.85,152684788,5457.29
11-APR-2012,5209.45,5263.65,5190.8,5226.85,167013527,5585.7
10-APR-2012,5254.1,5255.8,5211.85,5243.6,156106794,4886.48
09-APR-2012,5282.5,5287.9,5228,5234.4,111914936,3680.04
04-APR-2012,5328.65,5338.4,5305.3,5322.9,122106162,4084.37
03-APR-2012,5353.2,5378.75,5344.45,5358.5,152496489,5256.86
02-APR-2012,5296.35,5331.55,5278.8,5317.9,134538287,4583.68
30-MAR-2012,5206.6,5307.1,5203.65,5295.55,164790056,6082.93
29-MAR-2012,5145.95,5194.3,5135.95,5178.85,242557889,8632.05
28-MAR-2012,5231.7,5236.55,5169.6,5194.75,145803597,5411.63
27-MAR-2012,5242.95,5277.95,5184.65,5243.15,208775421,7445.92
26-MAR-2012,5274.35,5274.95,5174.9,5184.25,169785835,5582.28
23-MAR-2012,5255.65,5312,5220,5278.2,172738574,6371.46
22-MAR-2012,5361.1,5385.95,5205.65,5228.45,205581062,7359.89
21-MAR-2012,5267.2,5372.35,5256,5364.95,199787985,6807.02
20-MAR-2012,5257.15,5297.35,5233.25,5274.85,181345285,6158
19-MAR-2012,5337.35,5340.7,5238.55,5257.05,179877454,6275.89
16-MAR-2012,5380.35,5445.65,5305,5317.9,267521147,9432.07
15-MAR-2012,5462.5,5462.5,5362.3,5380.5,160257651,5961.15
14-MAR-2012,5490.55,5499.4,5437.8,5463.9,181714070,7345.67
13-MAR-2012,5391.05,5438.65,5390.8,5429.5,179965296,5907.14
12-MAR-2012,5420.1,5421.9,5327.3,5359.55,176668237,6484.38
09-MAR-2012,5294.1,5342.3,5291.6,5333.55,203005845,7080.66
07-MAR-2012,5207.05,5243.85,5171.45,5220.45,230726017,7173.14
06-MAR-2012,5266,5382.05,5206.4,5222.4,290396014,9319.01
05-MAR-2012,5342.55,5344.5,5265.7,5280.35,196421155,6036.63
03-MAR-2012,5360.05,5369.6,5353.4,5359.4,16770991,429.35
02-MAR-2012,5369.45,5392.55,5315.05,5359.35,185021526,6768.52
01-MAR-2012,5366,5372.45,5297.5,5339.75,196867905,6847.63
29-FEB-2012,5424.95,5458.8,5352.25,5385.2,226022232,8454.41
28-FEB-2012,5310.5,5391.1,5306.45,5375.5,208133889,7815.9
27-FEB-2012,5448.1,5449.8,5268.15,5281.2,235318961,7706.81
24-FEB-2012,5479.15,5521.4,5405.9,5429.3,364660634,17356.76
23-FEB-2012,5490.05,5537.4,5460.8,5483.3,307246519,9987.65
22-FEB-2012,5609.75,5629.95,5491.35,5505.35,263013427,9694.44
21-FEB-2012,5561.9,5621.5,5561.75,5607.15,231132126,8169.38
17-FEB-2012,5574.2,5606.7,5545.2,5564.3,329307516,11512.01
16-FEB-2012,5513.75,5531.4,5483.75,5521.95,270060477,9053.45
15-FEB-2012,5460.6,5542.1,5460.6,5531.95,314366096,9958.28
14-FEB-2012,5380.8,5428.05,5377.95,5416.05,201409996,6693.43
13-FEB-2012,5382.1,5421.05,5351.4,5390.2,181561910,6738
10-FEB-2012,5399.8,5427.75,5341.05,5381.6,225352093,7396.34
09-FEB-2012,5343.05,5423.4,5338.9,5412.35,255306965,8143.96
08-FEB-2012,5343.8,5396.9,5325.2,5368.15,236135416,9359.98
07-FEB-2012,5412.95,5413.35,5322.95,5335.15,181194561,6797.14
06-FEB-2012,5379.45,5390.05,5327.25,5361.65,215080487,7703.06
03-FEB-2012,5276.1,5334.85,5255.55,5325.85,217358188,7573.02
02-FEB-2012,5272.1,5289.95,5225.75,5269.9,337960651,11126.39
01-FEB-2012,5198.15,5244.6,5159,5235.7,234899358,8066.68
31-JAN-2012,5125.25,5215.4,5120.15,5199.25,215770719,8075.54
30-JAN-2012,5163.55,5166.15,5076.7,5087.3,181141437,6181.32
27-JAN-2012,5216.75,5217,5162.4,5204.7,215923377,7881.15
25-JAN-2012,5151.5,5174.15,5130.25,5158.3,219175709,8156.04
24-JAN-2012,5064.8,5141.05,5049.8,5127.35,202006565,8172.43
23-JAN-2012,5025.35,5059.55,5021.35,5046.25,158177571,5934.04
20-JAN-2012,5044.85,5064.15,5004.3,5048.6,221048007,8120.35
19-JAN-2012,4995,5023.8,4991.4,5018.4,203487608,6634.33
18-JAN-2012,4977.75,4980.65,4931.05,4955.8,211198796,7424.79
17-JAN-2012,4904.5,4975.55,4904,4967.3,223004183,7170.72
16-JAN-2012,4844,4880.8,4827.05,4873.9,160479891,5297.89
13-JAN-2012,4861.95,4898.85,4834.2,4866,230940604,7117.5
12-JAN-2012,4840.95,4869.2,4803.9,4831.25,183068697,7271.44
11-JAN-2012,4863.15,4877.2,4841.6,4860.95,209079758,6364
10-JAN-2012,4771.85,4855.9,4768.25,4849.55,201661174,6222.27
09-JAN-2012,4747.55,4758.7,4695.45,4742.8,147534537,4548.3
07-JAN-2012,4755.6,4759.4,4743.05,4746.9,18783880,414.88
06-JAN-2012,4724.15,4794.9,4686.85,4754.1,176057282,5234.69
05-JAN-2012,4749,4779.8,4730.15,4749.95,177862936,5873.79
04-JAN-2012,4774.95,4782.85,4728.85,4749.65,165938849,5661.16
03-JAN-2012,4675.8,4773.1,4675.8,4765.3,146621115,5021.29
02-JAN-2012,4640.2,4645.95,4588.05,4636.75,108460668,3590.96
30-DEC-2011,4659.95,4690.45,4608.9,4624.3,113900727,3785.33
29-DEC-2011,4681.15,4701.8,4639.05,4646.25,146003804,5137.28
28-DEC-2011,4756.2,4756.2,4685.65,4705.8,117463489,3657.52
27-DEC-2011,4780.2,4800.5,4723.65,4750.5,104828343,3342.15
26-DEC-2011,4718.15,4787.25,4718.15,4779,90847991,3034.39
23-DEC-2011,4763.2,4763.45,4693.2,4714,141982548,4676.75
22-DEC-2011,4636.9,4740.6,4632.95,4733.85,170789015,6017
21-DEC-2011,4636.45,4707.35,4601.95,4693.15,211310871,6689.82
20-DEC-2011,4635.8,4637.25,4531.15,4544.2,195304596,6279.01
19-DEC-2011,4623.15,4623.15,4555.9,4613.1,176447660,6302.29
16-DEC-2011,4752.5,4818.85,4628.2,4651.6,202060039,7284.93
15-DEC-2011,4712.8,4768.65,4673.85,4746.35,200317864,6976.68
14-DEC-2011,4788.7,4839.55,4750.4,4763.25,176252160,6324.86
13-DEC-2011,4733.6,4824.7,4728.5,4800.6,181043707,5816.38
12-DEC-2011,4906.85,4910.25,4755.55,4764.6,178338170,5926
09-DEC-2011,4870.75,4918.35,4841.75,4866.7,173612823,6040.22
08-DEC-2011,5037.4,5049.05,4921.45,4943.65,178853365,6029.68
07-DEC-2011,5050.1,5099.25,5032.25,5062.6,169428273,6005.21
05-DEC-2011,5036.5,5055.4,5002.55,5039.15,137254409,4689.58
02-DEC-2011,4940.85,5062.55,4918.4,5050.15,180190935,6527.43
01-DEC-2011,4970.85,5011.9,4916.7,4936.85,183915785,6699.33
30-NOV-2011,4766.15,4851.55,4754.8,4832.05,282217865,11393.19
29-NOV-2011,4864.2,4866.1,4787.1,4805.1,155570321,5786.83
28-NOV-2011,4769.3,4859.1,4766.4,4851.3,145259101,4869.41
25-NOV-2011,4731.3,4767.3,4693.1,4710.05,162839558,5812.61
24-NOV-2011,4707.55,4771.1,4639.1,4756.45,213363083,7327.52
23-NOV-2011,4779.5,4779.5,4640.95,4706.45,178819371,6199.31
22-NOV-2011,4794.85,4854,4782.55,4812.35,174212435,6275.86
21-NOV-2011,4873.8,4873.8,4764.8,4778.35,154119333,5509.53
18-NOV-2011,4899.15,4915.9,4837.95,4905.8,192274363,6481.17
17-NOV-2011,5027.1,5036.8,4919.45,4934.75,149238976,5277.65
16-NOV-2011,5059.1,5065.2,4989.5,5030.45,161406885,5757.81
15-NOV-2011,5131.2,5158.75,5052.85,5068.5,149592578,5201.21
14-NOV-2011,5217.35,5228.9,5140.55,5148.35,134448100,5263.81
11-NOV-2011,5159.75,5198.6,5142.25,5168.85,168514208,6929.85
09-NOV-2011,5309.7,5317.5,5211.75,5221.05,146428609,6720.83
08-NOV-2011,5292.25,5304.25,5252,5289.35,120652007,4159.75
04-NOV-2011,5325.4,5326.45,5256.8,5284.2,149015829,5401.13
03-NOV-2011,5241.55,5281.6,5201.85,5265.75,160282802,5716.17
