Date ,Open ,High ,Low ,Close ,Prev. Close ,Change ,% Change 
23-FEB-2011,26.85,27.24,26.17,26.55,26.85,-0.30,-1.12
24-FEB-2011,26.55,28.9,26.39,28.2,26.55,1.65,6.21
25-FEB-2011,28.2,29.05,27.19,27.27,28.2,-0.93,-3.30
28-FEB-2011,27.27,27.88,22.37,24.4,27.27,-2.87,-10.52
01-MAR-2011,24.4,24.4,22.22,22.22,24.4,-2.18,-8.93
03-MAR-2011,22.22,23.84,22.07,22.96,22.22,0.74,3.33
04-MAR-2011,22.96,23.51,21.83,22.91,22.96,-0.05,-0.22
07-MAR-2011,22.91,26.12,22.91,25.22,22.91,2.31,10.08
08-MAR-2011,25.22,25.22,23.63,23.67,25.22,-1.55,-6.15
09-MAR-2011,23.67,24.23,22.46,23.28,23.67,-0.39,-1.65
10-MAR-2011,23.28,24.17,22.63,23.53,23.28,0.25,1.07
11-MAR-2011,23.53,25.22,22.87,24.13,23.53,0.60,2.55
14-MAR-2011,24.13,24.64,23.07,23.3,24.13,-0.83,-3.44
15-MAR-2011,23.3,27.52,23.3,26.63,23.3,3.33,14.29
16-MAR-2011,26.63,26.63,24.14,24.89,26.63,-1.74,-6.53
17-MAR-2011,24.89,26.11,23.47,25.26,24.89,0.37,1.49
18-MAR-2011,25.26,26.6,23.27,25.89,25.26,0.63,2.49
21-MAR-2011,25.89,26.59,23.69,25.21,25.89,-0.68,-2.63
22-MAR-2011,25.21,25.21,22.18,22.26,25.21,-2.95,-11.70
23-MAR-2011,22.26,22.37,20.97,20.97,22.26,-1.29,-5.80
24-MAR-2011,20.97,20.97,18.83,19.84,20.97,-1.13,-5.39
25-MAR-2011,19.84,20.68,19,20.47,19.84,0.63,3.18
28-MAR-2011,20.47,21.87,20.24,21.02,20.47,0.55,2.69
29-MAR-2011,21.02,22.19,20.37,21.22,21.02,0.20,0.95
30-MAR-2011,21.22,22.14,19.95,22.04,21.22,0.82,3.86
31-MAR-2011,22.04,22.98,21.13,22.18,22.04,0.14,0.64
01-APR-2011,22.18,22.18,20.1,20.11,22.18,-2.07,-9.33
04-APR-2011,20.11,21.06,19.9,20.06,20.11,-0.05,-0.25
05-APR-2011,20.06,20.72,18.84,19.9,20.06,-0.16,-0.80
06-APR-2011,19.9,20.54,19.42,20.36,19.9,0.46,2.31
07-APR-2011,20.36,20.79,19.97,20.32,20.36,-0.04,-0.20
08-APR-2011,20.32,21.06,19.24,20.54,20.32,0.22,1.08
11-APR-2011,20.54,21.63,20.36,21.24,20.54,0.70,3.41
13-APR-2011,21.24,21.29,20.28,20.41,21.24,-0.83,-3.91
15-APR-2011,20.41,22.4,19.54,21.59,20.41,1.18,5.78
18-APR-2011,21.59,22.99,21.14,22.45,21.59,0.86,3.98
19-APR-2011,22.45,23.04,21.5,22.07,22.45,-0.38,-1.69
20-APR-2011,22.07,22.07,20.79,20.99,22.07,-1.08,-4.89
21-APR-2011,20.99,20.99,19.86,20.51,20.99,-0.48,-2.29
25-APR-2011,20.51,21.62,20.41,20.91,20.51,0.40,1.95
26-APR-2011,20.91,22.42,20.88,21.71,20.91,0.80,3.83
27-APR-2011,21.71,21.89,20.72,21.35,21.71,-0.36,-1.66
28-APR-2011,21.35,21.65,20.25,20.92,21.35,-0.43,-2.01
29-APR-2011,20.92,20.92,18.45,19.58,20.92,-1.34,-6.41
02-MAY-2011,19.58,21.13,19.58,20.88,19.58,1.30,6.64
03-MAY-2011,20.88,21.94,20.35,21.58,20.88,0.70,3.35
04-MAY-2011,21.58,21.81,20.58,21.18,21.58,-0.40,-1.85
05-MAY-2011,21.18,21.7,19.88,21.6,21.18,0.42,1.98
06-MAY-2011,21.6,21.6,19.36,20.97,21.6,-0.63,-2.92
09-MAY-2011,20.97,21.95,19.92,21.5,20.97,0.53,2.53
10-MAY-2011,21.5,21.91,20.19,21.74,21.5,0.24,1.12
11-MAY-2011,21.74,21.74,19.89,21.24,21.74,-0.50,-2.30
12-MAY-2011,21.24,21.45,19.83,21.23,21.24,-0.01,-0.05
13-MAY-2011,21.23,21.23,19.4,20.63,21.23,-0.60,-2.83
16-MAY-2011,20.63,21.97,19.9,21.46,20.63,0.83,4.02
17-MAY-2011,21.46,21.46,19.76,21.03,21.46,-0.43,-2.00
18-MAY-2011,21.03,21.42,19.42,20.71,21.03,-0.32,-1.52
19-MAY-2011,20.71,20.72,19.13,20.41,20.71,-0.30,-1.45
20-MAY-2011,20.41,20.41,18.42,19.45,20.41,-0.96,-4.70
23-MAY-2011,19.45,23.45,18.52,21.04,19.45,1.59,8.17
24-MAY-2011,21.04,21.36,19.55,19.93,21.04,-1.11,-5.28
25-MAY-2011,19.93,24.31,19.35,20.66,19.93,0.73,3.66
26-MAY-2011,20.66,20.85,18.53,19.18,20.66,-1.48,-7.16
27-MAY-2011,19.18,19.18,17.14,17.25,19.18,-1.93,-10.06
30-MAY-2011,17.25,18.87,17.25,17.87,17.25,0.62,3.59
31-MAY-2011,17.87,17.87,16.67,16.82,17.87,-1.05,-5.88
01-JUN-2011,16.82,17.43,16.36,16.73,16.82,-0.09,-0.54
02-JUN-2011,16.73,18.04,16.73,17.98,16.73,1.25,7.47
03-JUN-2011,17.98,18.17,16.99,17.61,17.98,-0.37,-2.06
06-JUN-2011,17.61,18.84,17.59,18.21,17.61,0.60,3.41
07-JUN-2011,18.21,18.58,17.84,18.03,18.21,-0.18,-0.99
08-JUN-2011,18.03,18.72,17.71,18.58,18.03,0.55,3.05
09-JUN-2011,18.58,19,17.8,18.58,18.58,0.00,0.00
10-JUN-2011,18.58,19.75,17.55,18.54,18.58,-0.04,-0.22
13-JUN-2011,18.54,19.41,18.23,18.91,18.54,0.37,2.00
14-JUN-2011,18.91,18.91,17.53,18.51,18.91,-0.40,-2.12
15-JUN-2011,18.51,19.22,17.9,19.14,18.51,0.63,3.40
16-JUN-2011,19.14,19.86,18.34,19.66,19.14,0.52,2.72
17-JUN-2011,19.66,20.28,18.6,20.27,19.66,0.61,3.10
20-JUN-2011,20.27,24.38,19.78,22.18,20.27,1.91,9.42
21-JUN-2011,22.18,22.18,20.93,21.31,22.18,-0.87,-3.92
22-JUN-2011,21.31,21.31,20.24,20.89,21.31,-0.42,-1.97
23-JUN-2011,20.89,20.95,19.47,19.5,20.89,-1.39,-6.65
24-JUN-2011,19.5,19.5,18.25,19.32,19.5,-0.18,-0.92
27-JUN-2011,19.32,20.37,19.21,19.99,19.32,0.67,3.47
28-JUN-2011,19.99,19.99,19.32,19.49,19.99,-0.50,-2.50
29-JUN-2011,19.49,19.54,18.76,19.46,19.49,-0.03,-0.15
30-JUN-2011,19.46,19.46,18.41,18.41,19.46,-1.05,-5.40
01-JUL-2011,18.41,18.43,17.79,18.21,18.41,-0.20,-1.09
04-JUL-2011,18.21,18.71,17.84,18.17,18.21,-0.04,-0.22
05-JUL-2011,18.17,18.52,17.78,18.25,18.17,0.08,0.44
06-JUL-2011,18.25,18.49,18.12,18.34,18.25,0.09,0.49
07-JUL-2011,18.34,18.62,17.35,18.62,18.34,0.28,1.53
08-JUL-2011,18.62,18.79,18.02,18.67,18.62,0.05,0.27
11-JUL-2011,18.67,19.71,18.6,19.69,18.67,1.02,5.46
12-JUL-2011,19.69,21.22,19.41,20.83,19.69,1.14,5.79
13-JUL-2011,20.83,20.83,19.5,19.52,20.83,-1.31,-6.29
14-JUL-2011,19.52,20.29,17.85,19.97,19.52,0.45,2.31
15-JUL-2011,19.97,20.26,19.08,19.95,19.97,-0.02,-0.10
18-JUL-2011,19.95,20.4,19.29,20.2,19.95,0.25,1.25
19-JUL-2011,20.2,20.2,19.08,19.25,20.2,-0.95,-4.70
20-JUL-2011,19.25,19.46,18.48,19.11,19.25,-0.14,-0.73
21-JUL-2011,19.11,19.16,18.64,18.75,19.11,-0.36,-1.88
22-JUL-2011,18.75,18.75,17.27,17.91,18.75,-0.84,-4.48
25-JUL-2011,17.91,19.23,16.55,19.2,17.91,1.29,7.20
26-JUL-2011,19.2,19.59,18.41,19.3,19.2,0.10,0.52
27-JUL-2011,19.3,19.36,18.13,18.25,19.3,-1.05,-5.44
28-JUL-2011,18.25,19.04,18.25,18.51,18.25,0.26,1.42
29-JUL-2011,18.51,19.88,18.39,19.77,18.51,1.26,6.81
01-AUG-2011,19.77,19.77,18.58,18.78,19.77,-0.99,-5.01
02-AUG-2011,18.78,19.51,18.38,19.15,18.78,0.37,1.97
03-AUG-2011,19.15,19.99,18.98,19.48,19.15,0.33,1.72
04-AUG-2011,19.43,20.28,19.26,20.22,19.43,0.79,4.07
05-AUG-2011,20.22,26.4,19.84,24.9,20.22,4.68,23.15
08-AUG-2011,24.9,29.65,24.9,28.78,24.9,3.88,15.58
09-AUG-2011,28.78,37,28.78,34.88,28.78,6.10,21.20
10-AUG-2011,34.88,34.88,26.09,28.95,34.88,-5.93,-17.00
11-AUG-2011,28.95,29.49,27.4,29.09,28.95,0.14,0.48
12-AUG-2011,29.09,29.09,25.65,27.02,29.09,-2.07,-7.12
16-AUG-2011,27.02,27.13,24.99,26.46,27.02,-0.56,-2.07
17-AUG-2011,26.46,26.46,24.53,25.48,26.46,-0.98,-3.70
18-AUG-2011,25.48,27.87,22.35,27.45,25.48,1.97,7.73
19-AUG-2011,27.45,31.13,25.9,29.19,27.45,1.74,6.34
22-AUG-2011,29.19,30.35,27.03,27.08,29.19,-2.11,-7.23
23-AUG-2011,27.08,29.06,25.23,25.92,27.08,-1.16,-4.28
24-AUG-2011,25.92,29.22,24.93,28.6,25.92,2.68,10.34
25-AUG-2011,28.6,30.34,26.41,27.94,28.6,-0.66,-2.31
26-AUG-2011,27.94,33.26,27.75,33.26,27.94,5.32,19.04
29-AUG-2011,33.26,33.26,25.66,26.07,33.26,-7.19,-21.62
30-AUG-2011,26.07,26.4,24.4,24.88,26.07,-1.19,-4.56
02-SEP-2011,24.88,26.37,24.01,26.09,24.88,1.21,4.86
05-SEP-2011,26.09,28.32,26.09,27.83,26.09,1.74,6.67
06-SEP-2011,27.83,30.5,26.81,28.66,27.83,0.83,2.98
07-SEP-2011,28.66,28.77,27.4,27.86,28.66,-0.80,-2.79
08-SEP-2011,27.86,28.67,26.98,27.64,27.86,-0.22,-0.79
09-SEP-2011,27.64,28.28,26.15,28.15,27.64,0.51,1.85
12-SEP-2011,28.15,32.92,27.31,32.75,28.15,4.60,16.34
13-SEP-2011,32.75,33.71,29.42,32.77,32.75,0.02,0.06
14-SEP-2011,32.77,34.74,31.24,32.45,32.77,-0.32,-0.98
15-SEP-2011,32.45,33.72,29.91,30.79,32.45,-1.66,-5.12
16-SEP-2011,30.79,30.79,28.37,28.45,30.79,-2.34,-7.60
19-SEP-2011,28.45,30.75,27.56,29.6,28.45,1.15,4.04
20-SEP-2011,29.6,29.6,27.01,27.25,29.6,-2.35,-7.94
21-SEP-2011,27.25,28.17,25.99,27.67,27.25,0.42,1.54
22-SEP-2011,27.67,34.92,27.67,33.88,27.67,6.21,22.44
23-SEP-2011,33.88,37.55,33.52,35.16,33.88,1.28,3.78
26-SEP-2011,35.16,38.19,34.47,35.43,35.16,0.27,0.77
27-SEP-2011,35.43,35.43,31.24,32.01,35.43,-3.42,-9.65
28-SEP-2011,32.01,34.11,31.03,32,32.01,-0.01,-0.03
29-SEP-2011,32,32.81,30.5,31.07,32,-0.93,-2.91
30-SEP-2011,31.07,32.52,30.28,31.94,31.07,0.87,2.80
03-OCT-2011,31.94,36.05,31.94,35.07,31.94,3.13,9.80
04-OCT-2011,35.07,39.02,34.79,37.19,35.07,2.12,6.05
05-OCT-2011,37.19,37.19,34.76,35.37,37.19,-1.82,-4.89
07-OCT-2011,35.37,35.37,29.9,33.02,35.37,-2.35,-6.64
10-OCT-2011,33.02,33.71,30.03,30.03,33.02,-2.99,-9.06
11-OCT-2011,30.03,30.95,28.15,30.3,30.03,0.27,0.90
12-OCT-2011,30.3,30.3,28.01,28.41,30.3,-1.89,-6.24
13-OCT-2011,28.41,28.54,27.42,28.24,28.41,-0.17,-0.60
14-OCT-2011,28.24,28.31,25.73,25.98,28.24,-2.26,-8.00
17-OCT-2011,25.98,26.53,25,25.43,25.98,-0.55,-2.12
18-OCT-2011,25.43,26.59,25.33,25.9,25.43,0.47,1.85
19-OCT-2011,25.9,25.9,23.53,24.05,25.9,-1.85,-7.14
20-OCT-2011,24.05,26.54,19.6,25.6,24.05,1.55,6.44
21-OCT-2011,25.6,26.7,24.39,26.3,25.6,0.70,2.73
24-OCT-2011,26.3,26.3,24.58,25.22,26.3,-1.08,-4.11
25-OCT-2011,25.22,25.22,22,22.31,25.22,-2.91,-11.54
26-OCT-2011,22.31,22.69,22.01,22.69,22.31,0.38,1.70
28-OCT-2011,22.69,22.69,20.57,20.89,22.69,-1.80,-7.93
31-OCT-2011,20.27,22.79,20.27,22.66,20.27,2.39,11.79
01-NOV-2011,20.73,24.6,20.73,24.02,20.73,3.29,15.87
02-NOV-2011,24.02,24.92,23.57,24.89,24.02,0.87,3.62
03-NOV-2011,24.89,26.18,24.42,24.66,24.89,-0.23,-0.92
