Date,Instrument Name,Symbol,Expiry Date,Option Type,Strike Price,Open,High,Low,Close,Previous Close,Volume(Lots),Volume(In 000's),Value(Lacs),Open Interest(Lots)
"05 Feb 2026","FUTCOM","GOLD         ","05FEB2026","-","0","150299.00","151500.00","147000.00","149581.00","149244.00","41","41.000 GRMS ","6119.57","57"
"04 Feb 2026","FUTCOM","GOLD         ","05FEB2026","-","0","","","","149244.00","149244.00","0","0.000 GRMS ","0.00","55"
"03 Feb 2026","FUTCOM","GOLD         ","05FEB2026","-","0","145943.00","150000.00","145943.00","149244.00","141693.00","103","103.000 GRMS ","15369.88","259"
"02 Feb 2026","FUTCOM","GOLD         ","05FEB2026","-","0","140000.00","147000.00","133687.00","141693.00","142217.00","528","528.000 GRMS ","74542.65","516"
"01 Feb 2026","FUTCOM","GOLD         ","05FEB2026","-","0","145164.00","146800.00","136185.00","142217.00","149653.00","619","619.000 GRMS ","87099.13","501"
"30 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","167899.00","168000.00","149075.00","149653.00","169403.00","3054","3054.000 GRMS ","494123.43","3209"
"29 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","169882.00","180779.00","157808.00","169403.00","165915.00","15683","15683.000 GRMS ","2734271.97","4226"
"28 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","159900.00","166500.00","159900.00","165915.00","157699.00","13327","13327.000 GRMS ","2179217.50","7187"
"27 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","158674.00","159820.00","157413.00","157699.00","156037.00","13077","13077.000 GRMS ","2070463.57","9403"
"23 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","158889.00","159226.00","155248.00","156037.00","156341.00","16922","16922.000 GRMS ","2658386.96","10700"
"22 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","151557.00","157086.00","148777.00","156341.00","152862.00","23508","23508.000 GRMS ","3582335.14","11402"
"21 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","151575.00","158475.00","151575.00","152862.00","150565.00","29109","29109.000 GRMS ","4537688.01","12194"
"20 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","145775.00","152500.00","145500.00","150565.00","145639.00","20253","20253.000 GRMS ","3017921.47","13043"
"19 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","143321.00","145770.00","143320.00","145639.00","142517.00","9177","9177.000 GRMS ","1330329.01","13620"
"16 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","142589.00","143321.00","141220.00","142517.00","143121.00","11809","11809.000 GRMS ","1684694.40","13734"
"15 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","143483.00","143483.00","141960.00","143121.00","143151.00","4837","4837.000 GRMS ","690620.19","14152"
"14 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","140501.00","143590.00","140501.00","143151.00","142241.00","9473","9473.000 GRMS ","1355940.42","14297"
"13 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","141847.00","142949.00","141311.00","142241.00","142032.00","12746","12746.000 GRMS ","1811786.29","14181"
"12 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","139600.00","142500.00","139600.00","142032.00","138819.00","11935","11935.000 GRMS ","1688953.62","14402"
"09 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","137997.00","139550.00","137729.00","138819.00","137742.00","9268","9268.000 GRMS ","1285178.70","14727"
"08 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","137996.00","137996.00","136443.00","137742.00","138009.00","8287","8287.000 GRMS ","1136573.26","14918"
"07 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","139140.00","139140.00","137400.00","138009.00","139083.00","9563","9563.000 GRMS ","1320115.31","15058"
"06 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","138666.00","139149.00","138001.00","139083.00","138120.00","8508","8508.000 GRMS ","1179286.21","14868"
"05 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","136300.00","138280.00","136300.00","138120.00","135761.00","10993","10993.000 GRMS ","1513099.49","14945"
"02 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","136999.00","137098.00","135504.00","135761.00","135804.00","8587","8587.000 GRMS ","1172008.10","15577"
"01 Jan 2026","FUTCOM","GOLD         ","05FEB2026","-","0","135299.00","135890.00","135080.00","135804.00","135447.00","1722","1722.000 GRMS ","233346.41","15753"
"31 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","136327.00","136354.00","134841.00","135447.00","136666.00","11461","11461.000 GRMS ","1553936.91","15721"
"30 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","136000.00","137182.00","135292.00","136666.00","134942.00","12236","12236.000 GRMS ","1667707.45","16153"
"29 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","139808.00","140444.00","134300.00","134942.00","139873.00","21702","21702.000 GRMS ","2982849.66","16019"
"26 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","138574.00","140465.00","138574.00","139873.00","138097.00","13408","13408.000 GRMS ","1870910.62","14832"
"24 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","138166.00","138676.00","137292.00","138097.00","137885.00","10574","10574.000 GRMS ","1460694.22","14550"
"23 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","138297.00","138496.00","136651.00","137885.00","136744.00","15622","15622.000 GRMS ","2153447.57","15097"
"22 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","134899.00","136820.00","134899.00","136744.00","134196.00","12268","12268.000 GRMS ","1668461.68","14885"
"19 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","134021.00","134360.00","133555.00","134196.00","134521.00","9294","9294.000 GRMS ","1244963.36","15036"
"18 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","134736.00","135590.00","133728.00","134521.00","134894.00","13642","13642.000 GRMS ","1836000.00","14316"
"17 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","135079.00","135249.00","133373.00","134894.00","134409.00","13810","13810.000 GRMS ","1857471.02","14449"
"16 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","133523.00","135346.00","133308.00","134409.00","134130.00","12593","12593.000 GRMS ","1691115.48","14039"
"15 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","134204.00","135496.00","133578.00","134130.00","133622.00","12615","12615.000 GRMS ","1700023.12","13711"
"12 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","132442.00","135263.00","132275.00","133622.00","132469.00","20181","20181.000 GRMS ","2700187.74","13646"
"11 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","130250.00","132574.00","130119.00","132469.00","129796.00","12877","12877.000 GRMS ","1689296.73","13255"
"10 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","130339.00","130502.00","129544.00","129796.00","130107.00","7028","7028.000 GRMS ","913384.40","13744"
"09 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","130045.00","130460.00","129101.00","130107.00","129962.00","7381","7381.000 GRMS ","958641.49","13404"
"08 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","130431.00","130764.00","129577.00","129962.00","130462.00","7103","7103.000 GRMS ","925023.85","13006"
"05 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","129897.00","131539.00","129802.00","130462.00","130078.00","10253","10253.000 GRMS ","1339577.34","13050"
"04 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","130799.00","130799.00","129366.00","130078.00","130462.00","7935","7935.000 GRMS ","1030647.08","13025"
"03 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","130550.00","131400.00","130109.00","130462.00","129759.00","11802","11802.000 GRMS ","1542587.91","13011"
"02 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","130110.00","130800.00","129000.00","129759.00","130652.00","12654","12654.000 GRMS ","1644906.82","13305"
"01 Dec 2025","FUTCOM","GOLD         ","05FEB2026","-","0","129999.00","131332.00","129900.00","130652.00","129504.00","13698","13698.000 GRMS ","1789638.94","13406"
"28 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","128352.00","129599.00","127891.00","129504.00","127667.00","11759","11759.000 GRMS ","1513076.34","12131"
"27 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","127199.00","127839.00","127114.00","127667.00","127771.00","5286","5286.000 GRMS ","674236.84","10072"
"26 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","127553.00","127930.00","126945.00","127771.00","126995.00","6911","6911.000 GRMS ","881537.55","8970"
"25 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","126808.00","127300.00","126145.00","126995.00","125542.00","7131","7131.000 GRMS ","903955.43","7611"
"24 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","125360.00","125707.00","124260.00","125542.00","125850.00","4777","4777.000 GRMS ","596763.82","7424"
"21 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","123965.00","126190.00","123124.00","125850.00","124334.00","6171","6171.000 GRMS ","769590.52","6738"
"20 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","124544.00","125376.00","123545.00","124334.00","124615.00","4179","4179.000 GRMS ","520134.28","7254"
"19 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","124499.00","125959.00","123900.00","124615.00","124252.00","4812","4812.000 GRMS ","601739.00","7038"
"18 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","123148.00","124602.00","122351.00","124252.00","124674.00","4010","4010.000 GRMS ","495189.91","6200"
"17 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","125113.00","125299.00","123893.00","124674.00","125308.00","3126","3126.000 GRMS ","389712.98","5736"
"14 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","129475.00","129475.00","123647.00","125308.00","128407.00","5083","5083.000 GRMS ","640576.87","5280"
"13 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","127914.00","129513.00","127824.00","128407.00","127960.00","2731","2731.000 GRMS ","351536.98","4438"
"12 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","125838.00","128224.00","125250.00","127960.00","125577.00","2675","2675.000 GRMS ","339492.09","3919"
"11 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","126449.00","126851.00","125100.00","125577.00","125365.00","2256","2256.000 GRMS ","284730.00","3959"
"10 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","123000.00","125531.00","123000.00","125365.00","122455.00","2133","2133.000 GRMS ","265679.27","3343"
"07 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","122191.00","122968.00","122000.00","122455.00","122049.00","1070","1070.000 GRMS ","131007.82","2970"
"06 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","121939.00","122890.00","121571.00","122049.00","121838.00","1030","1030.000 GRMS ","125924.11","2742"
"05 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","121300.00","121980.00","121297.00","121838.00","121197.00","379","379.000 GRMS ","46131.96","2623"
"04 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","122161.00","122486.00","120701.00","121197.00","122715.00","1846","1846.000 GRMS ","224586.98","2599"
"03 Nov 2025","FUTCOM","GOLD         ","05FEB2026","-","0","122586.00","123325.00","122465.00","122715.00","122569.00","1070","1070.000 GRMS ","131549.19","2506"
"31 Oct 2025","FUTCOM","GOLD         ","05FEB2026","-","0","122392.00","123531.00","121965.00","122569.00","122762.00","1278","1278.000 GRMS ","157018.68","2413"
"30 Oct 2025","FUTCOM","GOLD         ","05FEB2026","-","0","120306.00","122950.00","120150.00","122762.00","121870.00","1414","1414.000 GRMS ","172224.53","2255"
"29 Oct 2025","FUTCOM","GOLD         ","05FEB2026","-","0","120897.00","122872.00","120750.00","121870.00","120897.00","1443","1443.000 GRMS ","176164.51","2200"
"28 Oct 2025","FUTCOM","GOLD         ","05FEB2026","-","0","120810.00","121216.00","118631.00","120897.00","122299.00","2000","2000.000 GRMS ","239848.63","2030"
"27 Oct 2025","FUTCOM","GOLD         ","05FEB2026","-","0","124300.00","124300.00","121450.00","122299.00","124536.00","1667","1667.000 GRMS ","204699.97","2011"
"24 Oct 2025","FUTCOM","GOLD         ","05FEB2026","-","0","124484.00","125428.00","122693.00","124536.00","125275.00","1597","1597.000 GRMS ","198096.88","2221"
"23 Oct 2025","FUTCOM","GOLD         ","05FEB2026","-","0","123469.00","125600.00","123464.00","125275.00","122802.00","1363","1363.000 GRMS ","169714.93","2242"
