Date,Instrument Name,Symbol,Expiry Date,Option Type,Strike Price,Open,High,Low,Close,Previous Close,Volume(Lots),Volume(In 000's),Value(Lacs),Open Interest(Lots)
"04 Aug 2023","FUTCOM","GOLD         ","04AUG2023","-","0","59100.00","59399.00","58951.00","59129.00","59146.00","8","8.000 GRMS ","473.58","15"
"03 Aug 2023","FUTCOM","GOLD         ","04AUG2023","-","0","59843.00","59855.00","58851.00","59146.00","59127.00","39","39.000 GRMS ","2308.84","21"
"02 Aug 2023","FUTCOM","GOLD         ","04AUG2023","-","0","59182.00","59499.00","59100.00","59127.00","58939.00","52","52.000 GRMS ","3078.57","39"
"01 Aug 2023","FUTCOM","GOLD         ","04AUG2023","-","0","59426.00","59524.00","58855.00","58939.00","59568.00","83","83.000 GRMS ","4915.77","91"
"31 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","59390.00","59650.00","59176.00","59568.00","59427.00","906","906.000 GRMS ","53760.40","450"
"28 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","59091.00","59455.00","58987.00","59427.00","58950.00","3602","3602.000 GRMS ","213235.18","1064"
"27 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","59610.00","59680.00","58740.00","58950.00","59461.00","5648","5648.000 GRMS ","334914.73","2636"
"26 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","59214.00","59575.00","59190.00","59461.00","59189.00","4433","4433.000 GRMS ","263457.79","4129"
"25 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","59041.00","59265.00","58950.00","59189.00","59076.00","4777","4777.000 GRMS ","282441.13","4861"
"24 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","59241.00","59320.00","59055.00","59076.00","59309.00","5197","5197.000 GRMS ","307652.80","5822"
"21 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","59543.00","59587.00","59176.00","59309.00","59552.00","4661","4661.000 GRMS ","276687.17","6780"
"20 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","59945.00","59984.00","59459.00","59552.00","59790.00","5939","5939.000 GRMS ","354769.36","7286"
"19 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","59765.00","59878.00","59587.00","59790.00","59763.00","4552","4552.000 GRMS ","272055.16","8016"
"18 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","59215.00","59910.00","59215.00","59763.00","59135.00","7129","7129.000 GRMS ","424499.22","8684"
"17 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","59147.00","59269.00","58939.00","59135.00","59316.00","4611","4611.000 GRMS ","272584.33","8302"
"14 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","59264.00","59379.00","59141.00","59316.00","59239.00","4506","4506.000 GRMS ","267026.83","9173"
"13 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","59230.00","59375.00","59122.00","59239.00","59188.00","4600","4600.000 GRMS ","272591.57","9585"
"12 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","58900.00","59248.00","58720.00","59188.00","58773.00","6726","6726.000 GRMS ","396673.06","10210"
"11 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","58661.00","58909.00","58600.00","58773.00","58689.00","5069","5069.000 GRMS ","297970.39","10354"
"10 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","58739.00","58739.00","58403.00","58689.00","58782.00","4102","4102.000 GRMS ","240448.17","10551"
"07 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","58374.00","58949.00","58331.00","58782.00","58401.00","6146","6146.000 GRMS ","360510.52","10881"
"06 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","58638.00","58650.00","58120.00","58401.00","58473.00","7092","7092.000 GRMS ","413997.20","10789"
"05 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","58410.00","58779.00","58366.00","58473.00","58409.00","5051","5051.000 GRMS ","295656.48","10864"
"04 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","58275.00","58545.00","58265.00","58409.00","58277.00","3837","3837.000 GRMS ","224172.88","10993"
"03 Jul 2023","FUTCOM","GOLD         ","04AUG2023","-","0","58154.00","58480.00","57971.00","58277.00","58211.00","5911","5911.000 GRMS ","344028.76","11255"
"30 Jun 2023","FUTCOM","GOLD         ","04AUG2023","-","0","57980.00","58305.00","57792.00","58211.00","58014.00","5779","5779.000 GRMS ","335385.50","11872"
"29 Jun 2023","FUTCOM","GOLD         ","04AUG2023","-","0","58000.00","58140.00","57651.00","58014.00","58078.00","4162","4162.000 GRMS ","241022.77","12437"
"28 Jun 2023","FUTCOM","GOLD         ","04AUG2023","-","0","58176.00","58198.00","57880.00","58078.00","58107.00","4733","4733.000 GRMS ","274743.95","12371"
"27 Jun 2023","FUTCOM","GOLD         ","04AUG2023","-","0","58493.00","58549.00","58069.00","58107.00","58412.00","5625","5625.000 GRMS ","328196.68","12491"
