Date,Instrument Name,Symbol,Expiry Date,Option Type,Strike Price,Open,High,Low,Close,Previous Close,Volume(Lots),Volume(In 000's),Value(Lacs),Open Interest(Lots)
"05 Aug 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9705.00","9765.00","9705.00","9765.00","9746.00","11","11.000 GRMS ","107.19","39"
"04 Aug 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9762.00","9870.00","9700.00","9746.00","9738.00","82","82.000 GRMS ","800.94","63"
"03 Aug 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9850.00","9900.00","9600.00","9738.00","9841.00","212","212.000 GRMS ","2075.05","95"
"02 Aug 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9800.00","9930.00","9713.00","9841.00","9710.00","321","321.000 GRMS ","3142.88","204"
"01 Aug 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9625.00","9721.00","9505.00","9710.00","9560.00","1695","1695.000 GRMS ","16243.39","449"
"31 Jul 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9605.00","9642.00","9492.00","9560.00","9598.00","17329","17329.000 GRMS ","165971.26","1314"
"29 Jul 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9595.00","9608.00","9591.00","9598.00","9599.00","1209","1209.000 GRMS ","11603.93","3901"
"28 Jul 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9581.00","9625.00","9488.00","9599.00","9582.00","34928","34928.000 GRMS ","334261.56","4153"
"27 Jul 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9463.00","9654.00","9463.00","9582.00","9455.00","44099","44099.000 GRMS ","422615.35","4936"
"26 Jul 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9390.00","9465.00","9336.00","9455.00","9413.00","36077","36077.000 GRMS ","339231.62","6203"
"25 Jul 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9389.00","9497.00","9293.00","9413.00","9363.00","47782","47782.000 GRMS ","449847.67","6283"
"24 Jul 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9422.00","9427.00","9215.00","9363.00","9453.00","59197","59197.000 GRMS ","552645.34","7039"
"22 Jul 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9422.00","9462.00","9422.00","9453.00","9436.00","1488","1488.000 GRMS ","14060.23","6236"
"21 Jul 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9600.00","9677.00","9385.00","9436.00","9614.00","61234","61234.000 GRMS ","583924.02","6217"
"20 Jul 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9765.00","9795.00","9573.00","9614.00","9775.00","54146","54146.000 GRMS ","525478.73","6035"
"19 Jul 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9561.00","9821.00","9417.00","9775.00","9571.00","76407","76407.000 GRMS ","734396.19","6231"
"18 Jul 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9878.00","9909.00","9553.00","9571.00","9844.00","67551","67551.000 GRMS ","660390.86","6914"
"17 Jul 2006","FUTCOM","GOLD         ","05AUG2006","-","0","10090.00","10179.00","9785.00","9844.00","10056.00","66315","66315.000 GRMS ","661515.57","6553"
"15 Jul 2006","FUTCOM","GOLD         ","05AUG2006","-","0","10004.00","10066.00","9974.00","10056.00","10011.00","4823","4823.000 GRMS ","48398.47","6981"
"14 Jul 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9825.00","10022.00","9825.00","10011.00","9802.00","43867","43867.000 GRMS ","436622.58","6833"
"13 Jul 2006","FUTCOM","GOLD         ","05AUG2006","-","0","9692.00","9832.00","9681.00","9802.00","9719.00","53715","53715.000 GRMS ","524674.14","6872"
