Date,Instrument Name,Symbol,Expiry Date,Option Type,Strike Price,Open,High,Low,Close,Previous Close,Volume(Lots),Volume(In 000's),Value(Lacs),Open Interest(Lots)
"05 Jun 2023","FUTCOM","GOLD         ","05JUN2023","-","0","59500.00","59549.00","59419.00","59808.00","59773.00","7","7.000 GRMS ","416.45","133"
"02 Jun 2023","FUTCOM","GOLD         ","05JUN2023","-","0","60275.00","60350.00","59650.00","59773.00","59919.00","52","52.000 GRMS ","3122.37","189"
"01 Jun 2023","FUTCOM","GOLD         ","05JUN2023","-","0","60057.00","60271.00","59700.00","59919.00","60163.00","24","24.000 GRMS ","1437.73","294"
"31 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","59946.00","60350.00","59840.00","60163.00","59946.00","150","150.000 GRMS ","9009.43","295"
"30 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","59401.00","60064.00","59225.00","59946.00","59419.00","1194","1194.000 GRMS ","71120.11","332"
"29 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","59406.00","59631.00","59260.00","59419.00","59353.00","4777","4777.000 GRMS ","284125.52","1238"
"26 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","59542.00","59660.00","59225.00","59353.00","59460.00","5018","5018.000 GRMS ","298588.36","3805"
"25 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","59700.00","59955.00","59363.00","59460.00","59860.00","8442","8442.000 GRMS ","503549.12","6284"
"24 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","60196.00","60389.00","59725.00","59860.00","60197.00","7558","7558.000 GRMS ","454212.59","7698"
"23 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","60000.00","60245.00","59739.00","60197.00","60241.00","8760","8760.000 GRMS ","525044.40","8296"
"22 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","60245.00","60430.00","60111.00","60241.00","60379.00","5594","5594.000 GRMS ","337174.44","9480"
"19 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","59766.00","60490.00","59721.00","60379.00","59723.00","8226","8226.000 GRMS ","493619.47","9909"
"18 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","60100.00","60153.00","59540.00","59723.00","60145.00","8394","8394.000 GRMS ","502295.92","10749"
"17 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","60333.00","60445.00","59960.00","60145.00","60244.00","5625","5625.000 GRMS ","338735.48","11443"
"16 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","61498.00","61498.00","60190.00","60244.00","61027.00","7993","7993.000 GRMS ","484660.44","11780"
"15 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","60910.00","61138.00","60820.00","61027.00","60887.00","4384","4384.000 GRMS ","267425.16","12828"
"12 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","60795.00","61080.00","60525.00","60887.00","60892.00","6356","6356.000 GRMS ","386303.04","12830"
"11 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","61279.00","61515.00","60825.00","60892.00","61270.00","8446","8446.000 GRMS ","516310.44","13697"
"10 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","61270.00","61651.00","60976.00","61270.00","61419.00","7209","7209.000 GRMS ","441833.29","14312"
"09 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","60910.00","61460.00","60905.00","61419.00","60927.00","5493","5493.000 GRMS ","336189.23","14845"
"08 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","60783.00","61090.00","60771.00","60927.00","60628.00","4038","4038.000 GRMS ","245910.62","14352"
"05 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","61566.00","61629.00","60250.00","60628.00","61493.00","8693","8693.000 GRMS ","528716.01","14400"
"04 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","61200.00","61845.00","61053.00","61493.00","60965.00","7715","7715.000 GRMS ","473947.37","15683"
"03 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","60740.00","61022.00","60535.00","60965.00","60628.00","4437","4437.000 GRMS ","269684.61","15339"
"02 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","59755.00","60771.00","59700.00","60628.00","59764.00","7954","7954.000 GRMS ","479226.07","15556"
"01 May 2023","FUTCOM","GOLD         ","05JUN2023","-","0","59867.00","60328.00","59711.00","59764.00","59919.00","4018","4018.000 GRMS ","240950.35","14819"
"28 Apr 2023","FUTCOM","GOLD         ","05JUN2023","-","0","59853.00","60050.00","59625.00","59919.00","59901.00","5351","5351.000 GRMS ","320204.81","14948"
"27 Apr 2023","FUTCOM","GOLD         ","05JUN2023","-","0","60150.00","60299.00","59547.00","59901.00","59893.00","8386","8386.000 GRMS ","502623.47","14899"
"26 Apr 2023","FUTCOM","GOLD         ","05JUN2023","-","0","60210.00","60428.00","59825.00","59893.00","60261.00","7082","7082.000 GRMS ","425927.30","15013"
"25 Apr 2023","FUTCOM","GOLD         ","05JUN2023","-","0","60033.00","60320.00","59709.00","60261.00","60001.00","6866","6866.000 GRMS ","412118.85","15532"
