Date,Instrument Name,Symbol,Expiry Date,Option Type,Strike Price,Open,High,Low,Close,Previous Close,Volume(Lots),Volume(In 000's),Value(Lacs),Open Interest(Lots)
"05 Aug 2025","FUTCOM","GOLD         ","05AUG2025","-","0","100900.00","100900.00","99600.00","100456.00","100316.00","22","22.000 GRMS ","2209.43","8"
"04 Aug 2025","FUTCOM","GOLD         ","05AUG2025","-","0","99171.00","100660.00","99171.00","100316.00","98787.00","56","56.000 GRMS ","5588.84","249"
"01 Aug 2025","FUTCOM","GOLD         ","05AUG2025","-","0","97986.00","99121.00","97700.00","98787.00","98087.00","32","32.000 GRMS ","3141.61","277"
"31 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","98106.00","98495.00","97900.00","98087.00","98067.00","214","214.000 GRMS ","21017.97","304"
"30 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","98500.00","98900.00","97899.00","98067.00","98261.00","1748","1748.000 GRMS ","172086.51","474"
"29 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","97627.00","98412.00","97580.00","98261.00","97545.00","6006","6006.000 GRMS ","588228.83","1716"
"28 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","97852.00","98120.00","97280.00","97545.00","97819.00","5914","5914.000 GRMS ","578128.94","4287"
"25 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","98582.00","98627.00","97744.00","97819.00","98726.00","9270","9270.000 GRMS ","909470.86","6236"
"24 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","99118.00","99118.00","98283.00","98726.00","99417.00","8558","8558.000 GRMS ","844941.03","7735"
"23 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","100453.00","100555.00","99230.00","99417.00","100329.00","11057","11057.000 GRMS ","1105835.87","9270"
"22 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","99300.00","100410.00","99101.00","100329.00","99328.00","9260","9260.000 GRMS ","923670.87","11130"
"21 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","98210.00","99491.00","98050.00","99328.00","98024.00","10182","10182.000 GRMS ","1006602.74","11300"
"18 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","97320.00","98157.00","97320.00","98024.00","97473.00","5632","5632.000 GRMS ","551222.81","10695"
"17 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","97511.00","97549.00","96829.00","97473.00","97788.00","8616","8616.000 GRMS ","837852.22","10606"
"16 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","97222.00","98282.00","97089.00","97788.00","97211.00","9773","9773.000 GRMS ","954328.67","10624"
"15 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","97887.00","98080.00","97025.00","97211.00","97775.00","8269","8269.000 GRMS ","807004.04","10720"
"14 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","97967.00","98450.00","97590.00","97775.00","97818.00","7625","7625.000 GRMS ","747581.28","11528"
"11 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","97252.00","98076.00","97151.00","97818.00","96691.00","11085","11085.000 GRMS ","1081307.39","12456"
"10 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","96548.00","96980.00","96444.00","96691.00","96461.00","5942","5942.000 GRMS ","574934.13","11957"
"09 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","96193.00","96566.00","95802.00","96461.00","96472.00","7590","7590.000 GRMS ","729940.71","12048"
"08 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","97172.00","97246.00","96012.00","96472.00","97270.00","9293","9293.000 GRMS ","897657.49","12293"
"07 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","96485.00","97330.00","96340.00","97270.00","96990.00","7543","7543.000 GRMS ","729523.25","12476"
"04 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","96735.00","97131.00","96735.00","96990.00","96782.00","3855","3855.000 GRMS ","373853.06","12379"
"03 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","97389.00","97780.00","96449.00","96782.00","97390.00","11920","11920.000 GRMS ","1156524.00","12083"
"02 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","97242.00","97486.00","97000.00","97390.00","97251.00","6436","6436.000 GRMS ","625997.56","12869"
"01 Jul 2025","FUTCOM","GOLD         ","05AUG2025","-","0","96471.00","97650.00","96471.00","97251.00","96075.00","10693","10693.000 GRMS ","1039101.31","13286"
"30 Jun 2025","FUTCOM","GOLD         ","05AUG2025","-","0","95492.00","96186.00","95380.00","96075.00","95470.00","11190","11190.000 GRMS ","1073166.78","13018"
"27 Jun 2025","FUTCOM","GOLD         ","05AUG2025","-","0","96261.00","96501.00","94951.00","95470.00","97087.00","16236","16236.000 GRMS ","1553052.13","14897"
"26 Jun 2025","FUTCOM","GOLD         ","05AUG2025","-","0","97600.00","97641.00","96562.00","97087.00","97357.00","11022","11022.000 GRMS ","1070558.25","13532"
"25 Jun 2025","FUTCOM","GOLD         ","05AUG2025","-","0","97311.00","97520.00","97015.00","97357.00","97023.00","6828","6828.000 GRMS ","664382.75","13529"
"24 Jun 2025","FUTCOM","GOLD         ","05AUG2025","-","0","98807.00","98807.00","96422.00","97023.00","99388.00","16856","16856.000 GRMS ","1641667.91","13422"
"23 Jun 2025","FUTCOM","GOLD         ","05AUG2025","-","0","99100.00","99830.00","98840.00","99388.00","99109.00","12948","12948.000 GRMS ","1286546.68","14786"
"20 Jun 2025","FUTCOM","GOLD         ","05AUG2025","-","0","98847.00","99198.00","98431.00","99109.00","99329.00","10507","10507.000 GRMS ","1038055.89","14737"
"19 Jun 2025","FUTCOM","GOLD         ","05AUG2025","-","0","99202.00","99565.00","98675.00","99329.00","99537.00","10038","10038.000 GRMS ","995537.37","14601"
"18 Jun 2025","FUTCOM","GOLD         ","05AUG2025","-","0","99372.00","99771.00","99110.00","99537.00","99541.00","9159","9159.000 GRMS ","911228.93","14950"
"17 Jun 2025","FUTCOM","GOLD         ","05AUG2025","-","0","98902.00","99650.00","98810.00","99541.00","99178.00","9216","9216.000 GRMS ","914498.97","14932"
"16 Jun 2025","FUTCOM","GOLD         ","05AUG2025","-","0","100470.00","101078.00","98825.00","99178.00","100276.00","12783","12783.000 GRMS ","1272697.25","15619"
