Date,Instrument Name,Symbol,Expiry Date,Option Type,Strike Price,Open,High,Low,Close,Previous Close,Volume(Lots),Volume(In 000's),Value(Lacs),Open Interest(Lots)
"05 Feb 2021","FUTCOM","GOLD         ","05FEB2021","-","0","47075.00","47080.00","47075.00","47360.00","46965.00","2","2.000 GRMS ","94.16","18"
"04 Feb 2021","FUTCOM","GOLD         ","05FEB2021","-","0","47400.00","47400.00","46600.00","46965.00","47750.00","13","13.000 GRMS ","611.85","29"
"03 Feb 2021","FUTCOM","GOLD         ","05FEB2021","-","0","47925.00","47955.00","47725.00","47750.00","47751.00","36","36.000 GRMS ","1721.29","54"
"02 Feb 2021","FUTCOM","GOLD         ","05FEB2021","-","0","48265.00","48265.00","47606.00","47751.00","48394.00","66","66.000 GRMS ","3168.78","176"
"01 Feb 2021","FUTCOM","GOLD         ","05FEB2021","-","0","49370.00","49400.00","47200.00","48394.00","49096.00","992","992.000 GRMS ","48133.19","266"
"29 Jan 2021","FUTCOM","GOLD         ","05FEB2021","-","0","48624.00","49485.00","48624.00","49096.00","48624.00","8257","8257.000 GRMS ","405142.44","667"
"28 Jan 2021","FUTCOM","GOLD         ","05FEB2021","-","0","48700.00","49290.00","48521.00","48624.00","48865.00","10257","10257.000 GRMS ","501440.41","2493"
"27 Jan 2021","FUTCOM","GOLD         ","05FEB2021","-","0","48903.00","48980.00","48511.00","48865.00","49143.00","9415","9415.000 GRMS ","459565.83","3747"
"25 Jan 2021","FUTCOM","GOLD         ","05FEB2021","-","0","49155.00","49346.00","48925.00","49143.00","49140.00","8727","8727.000 GRMS ","428697.82","4206"
"22 Jan 2021","FUTCOM","GOLD         ","05FEB2021","-","0","49355.00","49399.00","48685.00","49140.00","49448.00","11639","11639.000 GRMS ","571111.00","5011"
"21 Jan 2021","FUTCOM","GOLD         ","05FEB2021","-","0","49699.00","49765.00","49323.00","49448.00","49534.00","8746","8746.000 GRMS ","433529.93","5273"
"20 Jan 2021","FUTCOM","GOLD         ","05FEB2021","-","0","49077.00","49640.00","48801.00","49534.00","48983.00","13561","13561.000 GRMS ","667665.32","5559"
"19 Jan 2021","FUTCOM","GOLD         ","05FEB2021","-","0","48965.00","49070.00","48750.00","48983.00","48894.00","8032","8032.000 GRMS ","392956.33","6533"
"18 Jan 2021","FUTCOM","GOLD         ","05FEB2021","-","0","48669.00","48995.00","48608.00","48894.00","48702.00","6327","6327.000 GRMS ","308902.10","6867"
"15 Jan 2021","FUTCOM","GOLD         ","05FEB2021","-","0","49088.00","49327.00","48537.00","48702.00","49221.00","11325","11325.000 GRMS ","554430.43","7385"
"14 Jan 2021","FUTCOM","GOLD         ","05FEB2021","-","0","49000.00","49268.00","48751.00","49221.00","49305.00","10468","10468.000 GRMS ","512602.97","7099"
"13 Jan 2021","FUTCOM","GOLD         ","05FEB2021","-","0","49130.00","49447.00","49130.00","49305.00","49045.00","7229","7229.000 GRMS ","356528.69","7747"
"12 Jan 2021","FUTCOM","GOLD         ","05FEB2021","-","0","49320.00","49570.00","48933.00","49045.00","49341.00","9184","9184.000 GRMS ","452491.31","8598"
"11 Jan 2021","FUTCOM","GOLD         ","05FEB2021","-","0","48786.00","49390.00","48635.00","49341.00","48967.00","11768","11768.000 GRMS ","577628.02","8547"
"08 Jan 2021","FUTCOM","GOLD         ","05FEB2021","-","0","50755.00","50799.00","48818.00","48967.00","50904.00","19741","19741.000 GRMS ","985195.34","8999"
"07 Jan 2021","FUTCOM","GOLD         ","05FEB2021","-","0","50740.00","51046.00","50660.00","50904.00","50509.00","10818","10818.000 GRMS ","550274.83","8370"
