Date,Instrument Name,Symbol,Expiry Date,Option Type,Strike Price,Open,High,Low,Close,Previous Close,Volume(Lots),Volume(In 000's),Value(Lacs),Open Interest(Lots)
"11 Sep 2026","FUTCOM","GOLD         ","05OCT2026","-","0","150770.00","153836.00","150600.00","152784.00","152341.00","11923","11923.000 GRMS ","1816980.96","9618"
"10 Sep 2026","FUTCOM","GOLD         ","05OCT2026","-","0","153581.00","154450.00","151400.00","152341.00","153763.00","8299","8299.000 GRMS ","1270005.13","10187"
"09 Sep 2026","FUTCOM","GOLD         ","05OCT2026","-","0","152120.00","154294.00","152101.00","153763.00","152579.00","7557","7557.000 GRMS ","1158877.29","10427"
"08 Sep 2026","FUTCOM","GOLD         ","05OCT2026","-","0","153362.00","154125.00","152401.00","152579.00","152818.00","6013","6013.000 GRMS ","920688.33","10406"
"07 Sep 2026","FUTCOM","GOLD         ","05OCT2026","-","0","152279.00","153295.00","151850.00","152818.00","152767.00","5021","5021.000 GRMS ","766008.06","10592"
"04 Sep 2026","FUTCOM","GOLD         ","05OCT2026","-","0","157075.00","157075.00","151262.00","152767.00","155775.00","11385","11385.000 GRMS ","1747001.18","10768"
"03 Sep 2026","FUTCOM","GOLD         ","05OCT2026","-","0","153799.00","156296.00","153251.00","155775.00","152402.00","10529","10529.000 GRMS ","1628501.42","10514"
"02 Sep 2026","FUTCOM","GOLD         ","05OCT2026","-","0","150033.00","152855.00","149665.00","152402.00","151729.00","10035","10035.000 GRMS ","1517919.16","10617"
"01 Sep 2026","FUTCOM","GOLD         ","05OCT2026","-","0","154304.00","154783.00","151401.00","151729.00","154460.00","10186","10186.000 GRMS ","1557534.51","11288"
"31 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","155000.00","155465.00","153640.00","154460.00","156281.00","11034","11034.000 GRMS ","1704716.20","11637"
"28 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","158569.00","160359.00","156085.00","156281.00","158996.00","14025","14025.000 GRMS ","2217661.83","11015"
"27 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","160499.00","160898.00","156692.00","158996.00","159663.00","15955","15955.000 GRMS ","2534476.63","12160"
"26 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","163202.00","163202.00","158980.00","159663.00","162882.00","11368","11368.000 GRMS ","1837246.88","9577"
"25 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","163015.00","163800.00","161687.00","162882.00","163229.00","9135","9135.000 GRMS ","1487627.37","10134"
"24 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","162052.00","164773.00","162001.00","163229.00","162438.00","10328","10328.000 GRMS ","1691136.33","10541"
"21 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","160630.00","162680.00","159601.00","162438.00","159425.00","12458","12458.000 GRMS ","2009246.25","11006"
"20 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","158008.00","160000.00","157020.00","159425.00","157996.00","10056","10056.000 GRMS ","1593539.02","10593"
"19 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","153900.00","158234.00","153404.00","157996.00","154262.00","11702","11702.000 GRMS ","1826929.10","10451"
"18 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","155351.00","155725.00","154120.00","154262.00","155940.00","6086","6086.000 GRMS ","943354.22","9614"
"17 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","156155.00","156159.00","154531.00","155940.00","154506.00","5871","5871.000 GRMS ","912346.91","10060"
"14 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","153200.00","154950.00","151923.00","154506.00","153466.00","6480","6480.000 GRMS ","994331.72","9798"
"13 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","155071.00","155145.00","153245.00","153466.00","154882.00","7454","7454.000 GRMS ","1147863.82","9766"
"12 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","154947.00","155835.00","154111.00","154882.00","153765.00","8135","8135.000 GRMS ","1260847.61","10344"
"11 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","154699.00","155437.00","153220.00","153765.00","153099.00","6626","6626.000 GRMS ","1021343.70","10276"
"10 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","151793.00","153197.00","151461.00","153099.00","151820.00","6592","6592.000 GRMS ","1004746.78","10367"
"07 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","149355.00","152580.00","149164.00","151820.00","148858.00","8575","8575.000 GRMS ","1296342.49","10436"
"06 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","149029.00","150081.00","148201.00","148858.00","148493.00","6926","6926.000 GRMS ","1033365.48","10411"
"05 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","144811.00","148889.00","144811.00","148493.00","144299.00","8573","8573.000 GRMS ","1260130.70","10259"
"04 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","143559.00","144596.00","143365.00","144299.00","142915.00","4181","4181.000 GRMS ","601892.29","9663"
"03 Aug 2026","FUTCOM","GOLD         ","05OCT2026","-","0","143578.00","143924.00","142560.00","142915.00","143376.00","4267","4267.000 GRMS ","612149.64","9748"
"31 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","143948.00","144224.00","142900.00","143376.00","144840.00","5056","5056.000 GRMS ","725842.78","9348"
"30 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","143300.00","144950.00","142847.00","144840.00","143283.00","5163","5163.000 GRMS ","743782.37","9380"
"29 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","142980.00","143475.00","141956.00","143283.00","142918.00","4150","4150.000 GRMS ","592491.21","8850"
"28 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","143157.00","143498.00","142507.00","142918.00","144186.00","2419","2419.000 GRMS ","346019.71","8464"
"27 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","144618.00","145274.00","144000.00","144186.00","144257.00","2183","2183.000 GRMS ","316003.06","8211"
"24 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","143274.00","144741.00","142796.00","144257.00","143949.00","1939","1939.000 GRMS ","278955.95","7837"
"23 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","146512.00","146608.00","143471.00","143949.00","147048.00","3318","3318.000 GRMS ","481308.80","7678"
"22 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","145506.00","147465.00","145506.00","147048.00","144153.00","2070","2070.000 GRMS ","302986.43","7458"
"21 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","143595.00","144502.00","143301.00","144153.00","142400.00","1493","1493.000 GRMS ","214894.51","7214"
"20 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","142185.00","143228.00","141889.00","142400.00","141623.00","1651","1651.000 GRMS ","235361.42","7055"
"17 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","141480.00","141953.00","140500.00","141623.00","141194.00","3837","3837.000 GRMS ","542397.55","7085"
"16 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","142724.00","143555.00","140950.00","141194.00","143570.00","3881","3881.000 GRMS ","552325.27","6296"
"15 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","143491.00","144002.00","142612.00","143570.00","144441.00","3686","3686.000 GRMS ","527803.71","5629"
"14 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","143301.00","145445.00","142535.00","144441.00","142733.00","3417","3417.000 GRMS ","490890.96","5598"
"13 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","144634.00","145494.00","142500.00","142733.00","146094.00","2720","2720.000 GRMS ","392575.51","5525"
"10 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","147998.00","148271.00","145790.00","146094.00","148509.00","2796","2796.000 GRMS ","409962.59","4705"
"09 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","146329.00","148618.00","146322.00","148509.00","146930.00","588","588.000 GRMS ","86755.68","3052"
"08 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","148323.00","148505.00","145794.00","146930.00","148501.00","692","692.000 GRMS ","101804.74","2855"
"07 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","149218.00","149959.00","148275.00","148501.00","150111.00","1204","1204.000 GRMS ","179303.29","2794"
"06 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","150664.00","150701.00","149481.00","150111.00","150599.00","696","696.000 GRMS ","104509.94","2354"
"03 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","151167.00","151548.00","149931.00","150599.00","149343.00","1041","1041.000 GRMS ","156952.11","1888"
"02 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","147412.00","150121.00","147350.00","149343.00","147956.00","816","816.000 GRMS ","121207.90","1274"
"01 Jul 2026","FUTCOM","GOLD         ","05OCT2026","-","0","145297.00","148855.00","144150.00","147956.00","145877.00","642","642.000 GRMS ","94050.21","869"
"30 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","145392.00","147015.00","143874.00","145877.00","145727.00","302","302.000 GRMS ","43972.71","729"
"29 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","147700.00","147700.00","145339.00","145727.00","147740.00","321","321.000 GRMS ","46999.84","663"
"26 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","147163.00","147905.00","146632.00","147740.00","146331.00","222","222.000 GRMS ","32740.51","610"
"25 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","144222.00","146609.00","143660.00","146331.00","144581.00","561","561.000 GRMS ","81426.59","577"
"24 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","148466.00","148970.00","144116.00","144581.00","150156.00","791","791.000 GRMS ","116125.20","528"
"23 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","150559.00","150709.00","149041.00","150156.00","151571.00","354","354.000 GRMS ","53132.22","485"
"22 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","151322.00","152716.00","151056.00","151571.00","150928.00","202","202.000 GRMS ","30691.42","450"
"19 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","150576.00","151960.00","149200.00","150928.00","152765.00","318","318.000 GRMS ","47873.92","416"
"18 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","156636.00","156636.00","152393.00","152765.00","157560.00","490","490.000 GRMS ","75668.30","439"
"17 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","156489.00","157778.00","156005.00","157560.00","156702.00","179","179.000 GRMS ","28019.06","435"
"16 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","156669.00","156992.00","156005.00","156702.00","156615.00","86","86.000 GRMS ","13463.76","415"
"15 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","156791.00","157465.00","156216.00","156615.00","153934.00","223","223.000 GRMS ","34969.73","405"
"12 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","153752.00","154413.00","153036.00","153934.00","152155.00","226","226.000 GRMS ","34741.73","354"
"11 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","150001.00","153147.00","149822.00","152155.00","151342.00","388","388.000 GRMS ","58623.41","318"
"10 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","153480.00","153925.00","151221.00","151342.00","155828.00","470","470.000 GRMS ","71553.96","324"
"09 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","158224.00","158530.00","155358.00","155828.00","157969.00","199","199.000 GRMS ","31262.49","235"
"08 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","158250.00","158672.00","155800.00","157969.00","158970.00","261","261.000 GRMS ","41041.66","222"
"05 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","161900.00","162045.00","158139.00","158970.00","162935.00","271","271.000 GRMS ","43330.34","188"
"04 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","162642.00","163760.00","162337.00","162935.00","162103.00","118","118.000 GRMS ","19226.46","163"
"03 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","163050.00","163471.00","161850.00","162103.00","163223.00","136","136.000 GRMS ","22089.42","164"
"02 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","163300.00","164473.00","163095.00","163223.00","163017.00","114","114.000 GRMS ","18674.76","152"
"01 Jun 2026","FUTCOM","GOLD         ","05OCT2026","-","0","164150.00","164150.00","162334.00","163017.00","164800.00","105","105.000 GRMS ","17131.65","140"
"29 May 2026","FUTCOM","GOLD         ","05OCT2026","-","0","164252.00","165140.00","163720.00","164800.00","164108.00","141","141.000 GRMS ","23189.44","123"
"28 May 2026","FUTCOM","GOLD         ","05OCT2026","-","0","162089.00","164500.00","161260.00","164108.00","162926.00","49","49.000 GRMS ","7966.57","97"
"27 May 2026","FUTCOM","GOLD         ","05OCT2026","-","0","164749.00","164750.00","162250.00","162926.00","164719.00","48","48.000 GRMS ","7840.48","89"
"26 May 2026","FUTCOM","GOLD         ","05OCT2026","-","0","165100.00","165497.00","164432.00","164719.00","165842.00","17","17.000 GRMS ","2801.99","79"
"25 May 2026","FUTCOM","GOLD         ","05OCT2026","-","0","165186.00","166097.00","165186.00","165842.00","164682.00","16","16.000 GRMS ","2650.77","77"
"22 May 2026","FUTCOM","GOLD         ","05OCT2026","-","0","165000.00","165000.00","164395.00","164682.00","165390.00","22","22.000 GRMS ","3626.48","74"
"21 May 2026","FUTCOM","GOLD         ","05OCT2026","-","0","165807.00","165807.00","165033.00","165390.00","165166.00","9","9.000 GRMS ","1488.51","60"
"20 May 2026","FUTCOM","GOLD         ","05OCT2026","-","0","163617.00","166000.00","163617.00","165166.00","165099.00","29","29.000 GRMS ","4782.77","61"
"19 May 2026","FUTCOM","GOLD         ","05OCT2026","-","0","166751.00","166751.00","164039.00","165099.00","166716.00","21","21.000 GRMS ","3478.18","50"
"18 May 2026","FUTCOM","GOLD         ","05OCT2026","-","0","166643.00","167334.00","166122.00","166716.00","167033.00","12","12.000 GRMS ","2000.45","43"
"15 May 2026","FUTCOM","GOLD         ","05OCT2026","-","0","169335.00","169335.00","166275.00","167033.00","170575.00","22","22.000 GRMS ","3692.35","41"
"14 May 2026","FUTCOM","GOLD         ","05OCT2026","-","0","170504.00","171097.00","170188.00","170575.00","170323.00","11","11.000 GRMS ","1876.25","36"
"13 May 2026","FUTCOM","GOLD         ","05OCT2026","-","0","165099.00","172190.00","165099.00","170323.00","160291.00","22","22.000 GRMS ","3749.95","35"
"12 May 2026","FUTCOM","GOLD         ","05OCT2026","-","0","160582.00","160700.00","160001.00","160291.00","160066.00","7","7.000 GRMS ","1122.04","33"
"11 May 2026","FUTCOM","GOLD         ","05OCT2026","-","0","158639.00","160620.00","158639.00","160066.00","159024.00","7","7.000 GRMS ","1120.46","32"
"08 May 2026","FUTCOM","GOLD         ","05OCT2026","-","0","159086.00","159290.00","158850.00","159024.00","159033.00","16","16.000 GRMS ","2544.42","32"
"07 May 2026","FUTCOM","GOLD         ","05OCT2026","-","0","159396.00","159396.00","158684.00","159033.00","158890.00","3","3.000 GRMS ","477.10","22"
